id,texto,textos_originales,autores,pmids,n_autores,n_papers
aff_e5f9c92d47206008,"CONICET - Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina.","[""CONICET - Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina.""]","[""Beltramone N"", ""Capurro C"", ""Casal J"", ""Celi A"", ""Di Giusto G"", ""Ford P"", ""Grippo A"", ""Igaz L"", ""Mechali A"", ""Netti V"", ""Nieva G"", ""Vassallu F""]","[""41824201"", ""42404802""]",12,2
aff_e615238faba0e4af,"Universidad de Buenos Aires. Facultad de Medicina, Departamento de Fisiología, Buenos Aires, Argentina, and CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Buenos Aires 1121, Argentina jbelforte@fmed.uba.ar.","[""Universidad de Buenos Aires. Facultad de Medicina, Departamento de Fisiología, Buenos Aires, Argentina, and CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica \""Bernardo Houssay\"" (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Buenos Aires 1121, Argentina jbelforte@fmed.uba.ar.""]","[""Belforte J""]","[""28193688""]",1,1
aff_e6b686ac84c96869,"University of Buenos Aires, CONICET, Institute of Physiology and Biophysics (IFIBIO) Bernardo Houssay, Buenos Aires C1121ABG, Argentina.","[""University of Buenos Aires, CONICET, Institute of Physiology and Biophysics (IFIBIO) Bernardo Houssay, Buenos Aires C1121ABG, Argentina.""]","[""Deleglise A"", ""Della-Maggiore V"", ""Jacobacci F"", ""Yeffal A""]","[""36587288""]",4,1
aff_e6f8767623d2ee8e,"Cátedra de Biología Celular y Molecular, Departamento de Ciencias Biológicas, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina; Laboratorio de Biología de la Reproducción, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO)- CONICET- Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.","[""Cátedra de Biología Celular y Molecular, Departamento de Ciencias Biológicas, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina; Laboratorio de Biología de la Reproducción, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO)- CONICET- Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.""]","[""Di Paola M""]","[""34971959""]",1,1
aff_e71d232eee924292,"Department of Neuroscience, The Johns Hopkins University, Baltimore, Maryland 21205, shuler@jhmi.edu.","[""Department of Neuroscience, The Johns Hopkins University, Baltimore, Maryland 21205, shuler@jhmi.edu.""]","[""Hussain Shuler M""]","[""28947572""]",1,1
aff_e78fb6178353a2a4,"Facultad de Agronomía, Universidad de Buenos Aires-CONICET, Buenos Aires 1427, Argentina.","[""Facultad de Agronomía, Universidad de Buenos Aires-CONICET, Buenos Aires 1427, Argentina.""]","[""Cantet R""]","[""28888654""]",1,1
aff_e7debd25d4130bd2,"Laboratorio de Memoria y Cognición Molecular, Instituto de Neurociencia Cognitiva y Traslacional, CONICET-Fundación INECO-Universidad Favaloro, Ciudad Autónoma de Buenos Aires, Buenos Aires, Argentina.","[""Laboratorio de Memoria y Cognición Molecular, Instituto de Neurociencia Cognitiva y Traslacional, CONICET-Fundación INECO-Universidad Favaloro, Ciudad Autónoma de Buenos Aires, Buenos Aires, Argentina.""]","[""Bekinschtein P"", ""Miranda M"", ""Morici J""]","[""38950066""]",3,1
aff_e81b046ac1ffcf76,"Postgraduation Program in Pharmacology, CCB, Federal University of Santa Catarina, Florianópolis, Brazil.","[""Postgraduation Program in Pharmacology, CCB, Federal University of Santa Catarina, Florianópolis, Brazil.""]","[""Lino-de-Oliveira C"", ""Ramos-Hryb A""]","[""32319840""]",2,1
aff_e83720a647217453,"Research Centre for Infectious Diseases, Department of Molecular and Cellular Biology, University of Adelaide, Adelaide 5005, Australia. james.paton@adelaide.edu.au.","[""Research Centre for Infectious Diseases, Department of Molecular and Cellular Biology, University of Adelaide, Adelaide 5005, Australia. james.paton@adelaide.edu.au.""]","[""Paton J""]","[""28718802""]",1,1
aff_e84ecb011fd83614,"Instituto de Neurociencias UMH-CSIC, San Juan de Alicante, Alicante 03550, Spain.","[""Instituto de Neurociencias UMH-CSIC, San Juan de Alicante, Alicante 03550, Spain.""]","[""Reig R""]","[""37683958""]",1,1
aff_e8602aefcfb8d864,"Universidad de Buenos Aires, Consejo Nacional de lnvestigaciones Científicas y Técnicas, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Departamento de Química Biológica, Facultad de Farmacia y Bioquímica, Buenos Aires, Argentina.","[""Universidad de Buenos Aires, Consejo Nacional de lnvestigaciones Científicas y Técnicas, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Departamento de Química Biológica, Facultad de Farmacia y Bioquímica, Buenos Aires, Argentina.""]","[""Cicconi N"", ""Freund T"", ""Gonzalez L"", ""Mccallum G"", ""Micucci G"", ""Muia N"", ""Piazza V"", ""Sotelo A"", ""Valquinta S""]","[""32259636""]",9,1
aff_e8712180426908e2,"Departamento de Fisiología y Biofísica, Facultad de Medicina, Instituto de Fisiología y Biofísica (IFIBIO) Houssay, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Universidad de Buenos Aires, Buenos Aires C1121ABG, Argentina.","[""Departamento de Fisiología y Biofísica, Facultad de Medicina, Instituto de Fisiología y Biofísica (IFIBIO) Houssay, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Universidad de Buenos Aires, Buenos Aires C1121ABG, Argentina.""]","[""Caffaro P"", ""Della-Maggiore V"", ""Jacobacci F"", ""Lerner G"", ""Villalta J""]","[""32133494""]",5,1
aff_e87701eb3ad8dbbb,"Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires 1121, Argentina. flasacerdoti@gmail.com.","[""Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires 1121, Argentina. flasacerdoti@gmail.com.""]","[""Sacerdoti F""]","[""28718802""]",1,1
aff_e8bfa457bdcb8942,"Universidad de Buenos Aires, Instituto de Investigaciones Médicas A. Lanari, Laboratorio de Nefrología Experimental y Bioquímica Molecular, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina; Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Investigaciones Médicas A. Lanari, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina; Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas. Instituto de Fisiología y Biofísica B. Houssay (IFIBIO-Houssay), Laboratorio de Fisiología Renal, Paraguay 2155, piso 4, Buenos Aires, 1121, Argentina. Electronic address: fibarra@fmed.uba.ar.","[""Universidad de Buenos Aires, Instituto de Investigaciones Médicas A. Lanari, Laboratorio de Nefrología Experimental y Bioquímica Molecular, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina; Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Investigaciones Médicas A. Lanari, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina; Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas. Instituto de Fisiología y Biofísica B. Houssay (IFIBIO-Houssay), Laboratorio de Fisiología Renal, Paraguay 2155, piso 4, Buenos Aires, 1121, Argentina. Electronic address: fibarra@fmed.uba.ar.""]","[""Ibarra F""]","[""38788356""]",1,1
aff_e8f368907b06c48c,"Laboratorio de Biología de la Reproducción, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO)- CONICET- Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina; Cátedra de Biología Celular y Molecular, Departamento de Ciencias Biológicas, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina. Electronic address: adamiano@ffyb.uba.ar.","[""Laboratorio de Biología de la Reproducción, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO)- CONICET- Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina; Cátedra de Biología Celular y Molecular, Departamento de Ciencias Biológicas, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina. Electronic address: adamiano@ffyb.uba.ar.""]","[""Alicia E D""]","[""29567477""]",1,1
aff_e90bf6ee21d23ac6,"Cajal Neuroscience Center, Consejo Superior de Investigaciones Científicas (CSIC), Alcalá de Henares, Madrid, Spain; Laboratorio de Circuitos Neuronales, Centro de Tecnología Biomédica, Universidad Politécnica de Madrid, Spain.","[""Cajal Neuroscience Center, Consejo Superior de Investigaciones Científicas (CSIC), Alcalá de Henares, Madrid, Spain; Laboratorio de Circuitos Neuronales, Centro de Tecnología Biomédica, Universidad Politécnica de Madrid, Spain.""]","[""Merino-Serrais P""]","[""42570776""]",1,1
aff_e90e74557a03a368,"Servicio de Cardiología, Hospital A. Posadas, Provincia de Buenos Aires, Argentina.","[""Servicio de Cardiología, Hospital A. Posadas, Provincia de Buenos Aires, Argentina.""]","[""Ciotti A""]","[""36464947""]",1,1
aff_e914c85632115e81,"Departamento de Endocrinología, Hospital de Pediatría S.A.M.I.C. Prof. Dr. Juan P. Garrahan, Buenos Aires, Argentina.","[""Departamento de Endocrinología, Hospital de Pediatría S.A.M.I.C. Prof. Dr. Juan P. Garrahan, Buenos Aires, Argentina.""]","[""Dujovne N""]","[""42611393""]",1,1
aff_e93a63dcf25df282,"Universidad de Buenos Aires, Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Laboratorio de Biomembranas, Buenos Aires, Argentina; Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina.","[""Universidad de Buenos Aires, Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Laboratorio de Biomembranas, Buenos Aires, Argentina; Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina.""]","[""Capurro C"", ""Cocca M"", ""Cutrera N"", ""Di Giusto G"", ""Ford P""]","[""41933672""]",5,1
aff_e93d2dd2b4d7a5f8,"Instituto de Fisiología y Biofísica Bernardo Houssay, National Council for Scientific and Technical Research (CONICET), Buenos Aires, Argentina.","[""Instituto de Fisiología y Biofísica Bernardo Houssay, National Council for Scientific and Technical Research (CONICET), Buenos Aires, Argentina.""]","[""Belluscio M""]","[""33240056""]",1,1
aff_e9afc57afa059091,"CERVO Brain Research Center, Department of Psychiatry and Neurosciences, Université Laval, Quebec City, Quebec, Canada.","[""CERVO Brain Research Center, Department of Psychiatry and Neurosciences, Université Laval, Quebec City, Quebec, Canada.""]","[""Proulx C""]","[""35217797""]",1,1
aff_e9bc89904d44eca1,"IFIBIO Houssay, Department of Physiology and Biophysics, School of Medicine, University of Buenos Aires Buenos Aires, Argentina.","[""IFIBIO Houssay, Department of Physiology and Biophysics, School of Medicine, University of Buenos Aires Buenos Aires, Argentina.""]","[""Della-Maggiore V""]","[""27625602""]",1,1
aff_e9dda97779efab4f,"Laboratorio de Patogénesis y de Procesos Infecciosos, Instituto de Medicina Experimental, (IMEX-CONICET), Academia Nacional de Medicina, Argentina. E-mail: marinaspalermo@hotmail.com.","[""Laboratorio de Patogénesis y de Procesos Infecciosos, Instituto de Medicina Experimental, (IMEX-CONICET), Academia Nacional de Medicina, Argentina. E-mail: marinaspalermo@hotmail.com.""]","[""Palermo M""]","[""28643674""]",1,1
aff_ea2467606c123986,"IFIBIO Houssay, Department of Physiology, School of Medicine, University of Buenos Aires, C1121ABG, Argentina.","[""IFIBIO Houssay, Department of Physiology, School of Medicine, University of Buenos Aires, C1121ABG, Argentina.""]","[""Della-Maggiore V"", ""Riquelme L"", ""Solano A""]","[""34649283""]",3,1
aff_ea25522efdbee1e6,"Instituto Cajal, Consejo Superior de Investigaciones Científicas, CSIC, Madrid 28002, Spain; CIBERNED, Instituto de Salud Carlos III, Madrid, Spain. Electronic address: moratalla@cajal.csic.es.","[""Instituto Cajal, Consejo Superior de Investigaciones Científicas, CSIC, Madrid 28002, Spain; CIBERNED, Instituto de Salud Carlos III, Madrid, Spain. Electronic address: moratalla@cajal.csic.es.""]","[""Moratalla R""]","[""37683958""]",1,1
aff_ea371a1149398891,"Instituto Tecnológico de Buenos Aires, CONICET, Buenos Aires, Argentina.","[""Instituto Tecnológico de Buenos Aires, CONICET, Buenos Aires, Argentina.""]","[""Garcia-Violini D"", ""Sanchez-Pena R""]","[""31998083""]",2,1
aff_ea38277a345f79cb,"Instituto de Fisiología y Biofísica (IFIBIO) Houssay, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Departamento de Fisiología y Biofísica, Universidad de Buenos Aires, Buenos Aires, 1121, Argentina.","[""Instituto de Fisiología y Biofísica (IFIBIO) Houssay, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Departamento de Fisiología y Biofísica, Universidad de Buenos Aires, Buenos Aires, 1121, Argentina.""]","[""Jacobacci F"", ""Lerner G"", ""Yeffal A""]","[""32900965""]",3,1
aff_ea4d4de5fbb3ba02,"Cátedra de Fisiopatología, Departamento de Ciencias Biológicas, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina.","[""Cátedra de Fisiopatología, Departamento de Ciencias Biológicas, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina.""]","[""Seyahian E"", ""Zotta E""]","[""31956716""]",2,1
aff_ea57fbba16f33c76,"Universidad de Buenos Aires, Departamento de Ciencias Fisiológicas, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay)-CONICET, Facultad de Medicina, Buenos Aires, Argentina.","[""Universidad de Buenos Aires, Departamento de Ciencias Fisiológicas, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay)-CONICET, Facultad de Medicina, Buenos Aires, Argentina.""]","[""Ibarra F"", ""Silberstein C""]","[""34320266""]",2,1
aff_eaa59edc77a01795,"Departamento de Ciencias Fisiológicas, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, 1121, Argentina.","[""Departamento de Ciencias Fisiológicas, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, 1121, Argentina.""]","[""Araoz A""]","[""27521227""]",1,1
aff_eaad9813b8a354b3,"Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Laboratorio de Biomembranas, Universidad de Buenos Aires, Buenos Aires, Argentina. vnetti@conicet.gov.ar.","[""Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Laboratorio de Biomembranas, Universidad de Buenos Aires, Buenos Aires, Argentina. vnetti@conicet.gov.ar.""]","[""Netti V""]","[""39485629""]",1,1
aff_eab109220248ecf3,"Laboratorio de Neurofarmacología, Universitat Pompeu Fabra, Barcelona, Spain.","[""Laboratorio de Neurofarmacología, Universitat Pompeu Fabra, Barcelona, Spain.""]","[""Maldonado R""]","[""31833146""]",1,1
aff_eac148e69962caa0,"Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica (IFIBIO) Bernardo Houssay, Grupo de Neurociencia de Sistemas, 2155 Paraguay Street, Buenos Aires 1121, Argentina.","[""Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica (IFIBIO) Bernardo Houssay, Grupo de Neurociencia de Sistemas, 2155 Paraguay Street, Buenos Aires 1121, Argentina.""]","[""Paz R""]","[""34048797""]",1,1
aff_eadad6dc2729ba0a,"Departamento de Química Inorgánica, Analítica y Química Física, INQUIMAE, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, CONICET, Ciudad Universitaria Pabellón 2, AR1428EHA Buenos Aires, Argentina.","[""Departamento de Química Inorgánica, Analítica y Química Física, INQUIMAE, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, CONICET, Ciudad Universitaria Pabellón 2, AR1428EHA Buenos Aires, Argentina.""]","[""Etchenique R""]","[""29758221""]",1,1
aff_eb2f0cf983bd67cb,"Clínica Pediátrica, Sanatorio la Trinidad, Quilmes, Provincia de Buenos Aires, Argentina.","[""Clínica Pediátrica, Sanatorio la Trinidad, Quilmes, Provincia de Buenos Aires, Argentina.""]","[""Vaccarello M""]","[""36464947""]",1,1
aff_eb66b7d79751c0d5,"Departamento de Fisiología y Biología Molecular y Celular, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires; Intendente Güiraldes 2160, Ciudad Universitaria, Buenos Aires, Argentina.","[""Departamento de Fisiología y Biología Molecular y Celular, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires; Intendente Güiraldes 2160, Ciudad Universitaria, Buenos Aires, Argentina.""]","[""Boccaccio G"", ""Melani M""]","[""40595449""]",2,1
aff_ebccbd2cf582b74c,"Institute of Health Sciences, Federal University of Mato Grosso, Sinop, Brazil.","[""Institute of Health Sciences, Federal University of Mato Grosso, Sinop, Brazil.""]","[""Bomfim G""]","[""34267676""]",1,1
aff_ec1c88cdb09fc0ec,"Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas, Centro de Estudios Farmacológicos y Botánicos (UBA-CONICET-CEFYBO), Facultad de Medicina, Buenos Aires, Argentina. Electronic address: tomasetch@gmail.com.","[""Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas, Centro de Estudios Farmacológicos y Botánicos (UBA-CONICET-CEFYBO), Facultad de Medicina, Buenos Aires, Argentina. Electronic address: tomasetch@gmail.com.""]","[""Etcheverry T""]","[""33126049""]",1,1
aff_ec7689683f616975,"Consejo Nacional de Investigaciones Científicas y Técnicas, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Junín 956, Buenos Aires, C1113AAD, Argentina.","[""Consejo Nacional de Investigaciones Científicas y Técnicas, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Junín 956, Buenos Aires, C1113AAD, Argentina.""]","[""Chiarante N"", ""Duhalde Vega M"", ""Garcia Vior M"", ""Marino J"", ""Roguin L"", ""Valli F""]","[""32525252""]",6,1
aff_ec82c621f7aded17,"Instituto de Biomedicina de Sevilla, IBiS/Hospital Universitario Virgen del Rocío/CSIC/Universidad de Sevilla, Av. Manuel Siurot s/n, 41013, Seville, Spain.","[""Instituto de Biomedicina de Sevilla, IBiS/Hospital Universitario Virgen del Rocío/CSIC/Universidad de Sevilla, Av. Manuel Siurot s/n, 41013, Seville, Spain.""]","[""Calle-Castillejo C"", ""Gonzalez-Vinceiro L"", ""Hiraldo-Gonzalez L"", ""Mayo F"", ""Ramirez-Lorca R"", ""Rodriguez-Gomez F""]","[""38956598""]",6,1
aff_ec9263af2a63066f,"Departamento de Microbiología, Parasitología e Inmunología, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires 1121, Argentina.","[""Departamento de Microbiología, Parasitología e Inmunología, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires 1121, Argentina.""]","[""Jancic C""]","[""31703347""]",1,1
aff_eccbdadbeef75264,"Laboratorio de Fisiopatogenia, Facultad de Medicina, Departamento de Ciencias Fisiológicas, IFIBIO-Houssay CONICET-UBA, Universidad de Buenos Aires, Buenos Aires, Argentina.","[""Laboratorio de Fisiopatogenia, Facultad de Medicina, Departamento de Ciencias Fisiológicas, IFIBIO-Houssay CONICET-UBA, Universidad de Buenos Aires, Buenos Aires, Argentina.""]","[""Amaral M"", ""Ibarra C""]","[""34155339""]",2,1
aff_ed49356c1fc536f9,"Laboratorio de Neurofisiología de la Memoria, Instituto de Biología Celular y Neurociencia, Facultad de Medicina (UBA/CONICET) - Instituto Tecnológico de Buenos Aires (ITBA), Buenos Aires, Argentina.","[""Laboratorio de Neurofisiología de la Memoria, Instituto de Biología Celular y Neurociencia, Facultad de Medicina (UBA/CONICET) - Instituto Tecnológico de Buenos Aires (ITBA), Buenos Aires, Argentina.""]","[""Moncada D""]","[""42086667""]",1,1
aff_ed7ee324581c5061,"Interdisciplinary Centre for Health Studies (CIESAL), Universidad de Valparaíso, Viña del Mar, Chile.","[""Interdisciplinary Centre for Health Studies (CIESAL), Universidad de Valparaíso, Viña del Mar, Chile.""]","[""Stojanova J""]","[""37466779""]",1,1
aff_edaa30310d31176f,"Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica ""Bernardo Houssay"", Facultad de Medicina-Consejo Nacional de Investigaciones Científicas y Técnicas, Universidad de Buenos Aires, 1121 Buenos Aires, Argentina. roalvarez_4@yahoo.com.ar.","[""Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica \""Bernardo Houssay\"", Facultad de Medicina-Consejo Nacional de Investigaciones Científicas y Técnicas, Universidad de Buenos Aires, 1121 Buenos Aires, Argentina. roalvarez_4@yahoo.com.ar.""]","[""Alvarez R""]","[""29068360""]",1,1
aff_edb02fd4a69e9e96,"Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina, 1121. Electronic address: fsacerdoti@fmed.uba.ar.","[""Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina, 1121. Electronic address: fsacerdoti@fmed.uba.ar.""]","[""Sacerdoti F""]","[""33685676""]",1,1
aff_edb0c189f5bdac98,"Faculty of Medicine and Biomedical Sciences, University of Queensland Centre for Clinical Research (UQCCR), University of Queensland, Herston, QLD, Australia.","[""Faculty of Medicine and Biomedical Sciences, University of Queensland Centre for Clinical Research (UQCCR), University of Queensland, Herston, QLD, Australia.""]","[""Sobrevia L""]","[""38827994""]",1,1
aff_edc29b1ccca97321,"Escuela de Ciencia y Tecnología (ECyT), Universidad Nacional de San Martin, San Martin, Buenos Aires, CP 1650, Argentina.","[""Escuela de Ciencia y Tecnología (ECyT), Universidad Nacional de San Martin, San Martin, Buenos Aires, CP 1650, Argentina.""]","[""Della-Maggiore V""]","[""39074983""]",1,1
aff_edfe414206641179,"Vascular Physiology Laboratory, Group of Research and Innovation in Vascular Health (GRIVAS Health), Basic Sciences Department Faculty of Sciences, Universidad Del Bio-Bio , Chillan, Chile.","[""Vascular Physiology Laboratory, Group of Research and Innovation in Vascular Health (GRIVAS Health), Basic Sciences Department Faculty of Sciences, Universidad Del Bio-Bio , Chillan, Chile.""]","[""Escudero C""]","[""32482148""]",1,1
aff_ee004d8f39a6362f,"Instituto de Fisiología y Biofísica B. Houssay (IFIBIO), Consejo Nacional de Investigaciones Científicas y Técnicas, Departamento de Fisiología y Biofísica, Universidad de Buenos Aires, Buenos Aires, Argentina.","[""Instituto de Fisiología y Biofísica B. Houssay (IFIBIO), Consejo Nacional de Investigaciones Científicas y Técnicas, Departamento de Fisiología y Biofísica, Universidad de Buenos Aires, Buenos Aires, Argentina.""]","[""Deleglise A""]","[""33692740""]",1,1
aff_ee6a6208e8bd2e18,"CONICET - Universidad de Buenos Aires. Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina.","[""CONICET - Universidad de Buenos Aires. Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina.""]","[""Igaz L""]","[""42086667""]",1,1
aff_ee78c5dc732716af,"Departamento de Química Biológica, Facultad de Farmacia y Bioquímica, Instituto de Química y Fisico-Química Biológicas (IQUIFIB) ""Prof. Alejandro C. Paladini,"" Consejo Nacional de Investigaciones Científicas y Técnicas, Cátedra de Química Biológica Superior, Universidad de Buenos Aires, Buenos Aires, Argentina.","[""Departamento de Química Biológica, Facultad de Farmacia y Bioquímica, Instituto de Química y Fisico-Química Biológicas (IQUIFIB) \""Prof. Alejandro C. Paladini,\"" Consejo Nacional de Investigaciones Científicas y Técnicas, Cátedra de Química Biológica Superior, Universidad de Buenos Aires, Buenos Aires, Argentina.""]","[""Alvarez C"", ""Bazzi Z"", ""Schwarzbaum P""]","[""33094506""]",3,1
aff_ee7a0be276b4860e,"Centro de Neurobiología y Fisiopatología Integrativa (CENFI), Instituto de Fisiología, Universidad de Valparaíso, Valparaíso 2340000, Chile; Millennium Nucleus of Neuroepigenetics and Plasticity (EpiNeuro), Santiago, Chile. Electronic address: marco.fuenzalida@uv.cl.","[""Centro de Neurobiología y Fisiopatología Integrativa (CENFI), Instituto de Fisiología, Universidad de Valparaíso, Valparaíso 2340000, Chile; Millennium Nucleus of Neuroepigenetics and Plasticity (EpiNeuro), Santiago, Chile. Electronic address: marco.fuenzalida@uv.cl.""]","[""Fuenzalida M""]","[""39855537""]",1,1
aff_eea4425e6779333f,"Servicio de Cardiología, Hospital El Cruce Néstor Carlos Kirchner, Provincia de Buenos Aires, Argentina.","[""Servicio de Cardiología, Hospital El Cruce Néstor Carlos Kirchner, Provincia de Buenos Aires, Argentina.""]","[""Manso P""]","[""36464947""]",1,1
aff_ef083e0b6fab3f77,"Grupo de Neurociencia de Sistemas, Departamento de Ciencias Fisiológicas, Facultad de Ciencias Médicas, Universidad de Buenos Aires, 2155 Paraguay st, 7 floor, Ciudad Autónoma de Buenos Aires 1121, Argentina; Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO-Houssay), UBA-CONICET. 2155 Paraguay st, 7 Floor, Ciudad Autónoma de Buenos Aires 1121, Argentina. Electronic address: jbelforte@fmed.uba.ar.","[""Grupo de Neurociencia de Sistemas, Departamento de Ciencias Fisiológicas, Facultad de Ciencias Médicas, Universidad de Buenos Aires, 2155 Paraguay st, 7 floor, Ciudad Autónoma de Buenos Aires 1121, Argentina; Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO-Houssay), UBA-CONICET. 2155 Paraguay st, 7 Floor, Ciudad Autónoma de Buenos Aires 1121, Argentina. Electronic address: jbelforte@fmed.uba.ar.""]","[""Belforte J""]","[""42097396""]",1,1
aff_ef1bd2311aeeb254,"Facultad de Medicina, Departamento de Ciencias Fisiológicas, Laboratorio de Biomembranas, Universidad de Buenos Aires- CONICET, Instituto de Fisiología y Biofísica ''Bernardo Houssay'' (IFIBIO-HOUSSAY), Buenos Aires, Argentina.","[""Facultad de Medicina, Departamento de Ciencias Fisiológicas, Laboratorio de Biomembranas, Universidad de Buenos Aires- CONICET, Instituto de Fisiología y Biofísica ''Bernardo Houssay'' (IFIBIO-HOUSSAY), Buenos Aires, Argentina.""]","[""Netti V""]","[""38956598""]",1,1
