PMID,Author,Affiliation
29394409,Belforte J,"Departamento de Fisiología, Facultad de Medicina, Universidad de Buenos Aires and Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, CONICET-Universidad de Buenos Aires, Buenos Aires, Argentina."
29394409,Nakazawa K,"Department of Psychiatry and Behavioral Neurobiology, University of Alabama at Birmingham, Birmingham, AL."
29394409,Nakazawa K,"Unit on Genetics of Cognition and Behavior, National Institute of Mental Health, National Institutes of Health, Department of Health and Human Services, Bethesda, MD."
29355695,Asorey L,"Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO), Buenos Aires, Argentina."
29355695,Carbone S,"Universidad de Buenos Aires, CONICET, Departamento de Ciencias Fisiológicas, Buenos Aires, Argentina."
29355695,Gonzalez B,"Universidad de Buenos Aires, CONICET, Departamento de Ciencias Fisiológicas, Buenos Aires, Argentina."
29355695,Cutrera R,"Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO), Buenos Aires, Argentina. Electronic address: rcutrera@fmed.uba.ar."
29243846,Pizzoni A,"Laboratorio de Biomembranas, Facultad de Medicina, Departamento de Ciencias Fisiológicas, Universidad de Buenos Aires, Buenos Aires, Argentina."
29243846,Pizzoni A,"CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO), Buenos Aires, Argentina."
29243846,Lopez Gonzalez M,"Laboratorio de Biomembranas, Facultad de Medicina, Departamento de Ciencias Fisiológicas, Universidad de Buenos Aires, Buenos Aires, Argentina."
29243846,Di Giusto G,"Laboratorio de Biomembranas, Facultad de Medicina, Departamento de Ciencias Fisiológicas, Universidad de Buenos Aires, Buenos Aires, Argentina."
29243846,Di Giusto G,"CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO), Buenos Aires, Argentina."
29243846,Rivarola V,"Laboratorio de Biomembranas, Facultad de Medicina, Departamento de Ciencias Fisiológicas, Universidad de Buenos Aires, Buenos Aires, Argentina."
29243846,Rivarola V,"CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO), Buenos Aires, Argentina."
29243846,Capurro C,"Laboratorio de Biomembranas, Facultad de Medicina, Departamento de Ciencias Fisiológicas, Universidad de Buenos Aires, Buenos Aires, Argentina."
29243846,Capurro C,"CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO), Buenos Aires, Argentina."
29243846,Ford P,"Laboratorio de Biomembranas, Facultad de Medicina, Departamento de Ciencias Fisiológicas, Universidad de Buenos Aires, Buenos Aires, Argentina."
29243846,Ford P,"CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO), Buenos Aires, Argentina."
29197004,Capobianco E,"Laboratory of Reproduction and Metabolism, CEFYBO, CONICET, School of Medicine, University of Buenos Aires, Paraguay 2155 (1121), Buenos Aires, Argentina. evacapobianco@yahoo.com.ar."
29197004,Martinez N,"Laboratory of Biology of Reproduction, IFIBIO, CONICET, School of Medicine, University of Buenos Aires, Buenos Aires, Argentina."
29108637,Szpilbarg N,"Laboratorio de Biología de la Reproducción, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO), CONICET, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina."
29108637,Damiano A,"Laboratorio de Biología de la Reproducción, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO), CONICET, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina; Cátedra de Biología Celular y Molecular, Departamento de Ciencias Biológicas, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina. Electronic address: adamiano@ffyb.uba.ar."
29085903,Miranda M,"Laboratory of Memory Research and Molecular Cognition, Institute for Cell Biology and Neuroscience CONICET and University of Buenos Aires Medical School, Buenos Aires, Argentina."
29085903,Kent B,"Department of Medicine, University of British Columbia, Vancouver, BC, Canada."
29085903,Morici J,"Systems Neuroscience Group, Laboratory of Experimental Cognition and Behavior, Institute of Physiology and Biophysics, IFIBIO ""Houssay,"" CONICET and University of Buenos Aires Medical School, Buenos Aires, Argentina."
29085903,Gallo F,"Laboratory of Memory Research and Molecular Cognition, Institute for Cell Biology and Neuroscience CONICET and University of Buenos Aires Medical School, Buenos Aires, Argentina."
29085903,Gallo F,"Systems Neuroscience Group, Laboratory of Experimental Cognition and Behavior, Institute of Physiology and Biophysics, IFIBIO ""Houssay,"" CONICET and University of Buenos Aires Medical School, Buenos Aires, Argentina."
29085903,Weisstaub N,"Systems Neuroscience Group, Laboratory of Experimental Cognition and Behavior, Institute of Physiology and Biophysics, IFIBIO ""Houssay,"" CONICET and University of Buenos Aires Medical School, Buenos Aires, Argentina."
29085903,Saksida L,"Department of Psychology and MRC/Wellcome Trust Behavioural and Clinical Neuroscience Institute, University of Cambridge, Cambridge, UK."
29085903,Saksida L,"Molecular Medicine Research Group, Robarts Research Institute, and Department of Physiology and Pharmacology, Schulich School of Medicine and Dentistry, Western University, London, ON, Canada."
29085903,Saksida L,"The Brain and Mind Institute, Western University, London, ON, Canada."
29085903,Bussey T,"Department of Psychology and MRC/Wellcome Trust Behavioural and Clinical Neuroscience Institute, University of Cambridge, Cambridge, UK."
29085903,Bussey T,"Molecular Medicine Research Group, Robarts Research Institute, and Department of Physiology and Pharmacology, Schulich School of Medicine and Dentistry, Western University, London, ON, Canada."
29085903,Bussey T,"The Brain and Mind Institute, Western University, London, ON, Canada."
29085903,Bekinschtein P,"Laboratory of Memory Research and Molecular Cognition, Institute for Cell Biology and Neuroscience CONICET and University of Buenos Aires Medical School, Buenos Aires, Argentina."
29068360,Abrey Recalde M,"Laboratorio de Patogénesis e Inmunología de Procesos Infecciosos, Instituto de Medicina Experimental, Consejo Nacional de Investigaciones Científicas y Técnicas-Academia Nacional de Medicina, 1425 Buenos Aires, Argentina. jimena.abrey@gmail.com."
29068360,Alvarez R,"Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica ""Bernardo Houssay"", Facultad de Medicina-Consejo Nacional de Investigaciones Científicas y Técnicas, Universidad de Buenos Aires, 1121 Buenos Aires, Argentina. roalvarez_4@yahoo.com.ar."
29068360,Alberto F,"División Trombosis, Instituto de investigaciones Hematológicas ""Mariano R. Castex"", Academia Nacional de Medicina, 1425 Buenos Aires, Argentina. fabiana@hematologia.anm.edu.ar."
29068360,Mejias M,"Laboratorio de Patogénesis e Inmunología de Procesos Infecciosos, Instituto de Medicina Experimental, Consejo Nacional de Investigaciones Científicas y Técnicas-Academia Nacional de Medicina, 1425 Buenos Aires, Argentina. mpmejias@gmail.com."
29068360,Ramos M,"Laboratorio de Patogénesis e Inmunología de Procesos Infecciosos, Instituto de Medicina Experimental, Consejo Nacional de Investigaciones Científicas y Técnicas-Academia Nacional de Medicina, 1425 Buenos Aires, Argentina. vramos@hematologia.anm.edu.ar."
29068360,Fernandez Brando R,"Laboratorio de Patogénesis e Inmunología de Procesos Infecciosos, Instituto de Medicina Experimental, Consejo Nacional de Investigaciones Científicas y Técnicas-Academia Nacional de Medicina, 1425 Buenos Aires, Argentina. rominbra@yahoo.com.ar."
29068360,Bruballa A,"Laboratorio de Patogénesis e Inmunología de Procesos Infecciosos, Instituto de Medicina Experimental, Consejo Nacional de Investigaciones Científicas y Técnicas-Academia Nacional de Medicina, 1425 Buenos Aires, Argentina. andrea.bruballa@gmail.com."
29068360,Exeni R,"Departamento de Nefrología, Hospital Municipal del Niño, San Justo, B1754FUD Provincia de Buenos Aires, Argentina. Raexeni@gmail.com."
29068360,Alconcher L,"Unidad de Nefrourología Infantil. Hospital Interzonal General Dr. José Penna, Bahía Blanca, 8000 Provincia de Buenos Aires, Argentina. Laura.alconcher.la@gmail.com."
29068360,Ibarra C,"Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica ""Bernardo Houssay"", Facultad de Medicina-Consejo Nacional de Investigaciones Científicas y Técnicas, Universidad de Buenos Aires, 1121 Buenos Aires, Argentina. cristinaadrianaibarra@gmail.com."
29068360,Amaral M,"Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica ""Bernardo Houssay"", Facultad de Medicina-Consejo Nacional de Investigaciones Científicas y Técnicas, Universidad de Buenos Aires, 1121 Buenos Aires, Argentina. mmamaral74@gmail.com."
29068360,Palermo M,"Laboratorio de Patogénesis e Inmunología de Procesos Infecciosos, Instituto de Medicina Experimental, Consejo Nacional de Investigaciones Científicas y Técnicas-Academia Nacional de Medicina, 1425 Buenos Aires, Argentina. Mspalermo@hematologia.anm.edu.ar."
28986756,Giachini F,"Laboratory of Vascular Biology, Institute of Health Sciences and Health, Universidade Federal de Mato Grosso, Barra do Garcas, MT, Brazil."
28986756,Galaviz-Hernandez C,"Pharmacogenomics Academia, Instituto Politécnico Nacional-CIIDIR Durango, Durango, Mexico."
28986756,Damiano A,"Laboratorio de Biología de la Reproducción, IFIBIO Houssay-UBA-CONICET, Buenos Aires, Argentina."
28986756,Damiano A,"Departamento de Ciencias Biológicas, Facultad de Farmacia y Bioquimica, UBA, Buenos Aires, Argentina."
28986756,Viana M,"Biochemistry and Molecular Biology, Facultad de Farmacia, Universidad San Pablo-CEU, CEU Universities, Madrid, Spain."
28986756,Cadavid A,"Grupo Reproducción, Departamento de Fisiologia, Facultad de Medicina Universidad de Antioquia, Medellin, Colombia."
28986756,Asturizaga P,"Hospital Materno-Infantil de la Caja Nacional de Salud, La Paz, Bolivia."
28986756,Teran E,"Colegio de Ciencias de la Salud, Universidad San Francisco de Quito, Quito, Ecuador."
28986756,Clapes S,"Universidad de Ciencias Médicas de La Habana, Havana, Cuba."
28986756,Alcala M,"Biochemistry and Molecular Biology, Facultad de Farmacia, Universidad San Pablo-CEU, CEU Universities, Madrid, Spain."
28986756,Bueno J,"Grupo Reproducción, Departamento de Fisiologia, Facultad de Medicina Universidad de Antioquia, Medellin, Colombia."
28986756,Calderon-Dominguez M,"Biochemistry and Molecular Biology, Facultad de Farmacia, Universidad San Pablo-CEU, CEU Universities, Madrid, Spain."
28986756,Ramos M,"Biochemistry and Molecular Biology, Facultad de Farmacia, Universidad San Pablo-CEU, CEU Universities, Madrid, Spain."
28986756,Lima V,"Laboratory of Vascular Biology, Institute of Health Sciences and Health, Universidade Federal de Mato Grosso, Barra do Garcas, MT, Brazil."
28986756,Sosa-Macias M,"Pharmacogenomics Academia, Instituto Politécnico Nacional-CIIDIR Durango, Durango, Mexico."
28986756,Martinez N,"Laboratorio de Biología de la Reproducción, IFIBIO Houssay-UBA-CONICET, Buenos Aires, Argentina."
28986756,Roberts J,"Magee-Womens Research Institute, Departments of Obstetrics, Gynecology and Reproductive Sciences, Epidemiology, and the Clinical and Translational Science Institute, University of Pittsburgh, Pittsburgh, PA, USA."
28986756,Escudero C,"Vascular Physiology Laboratory Group of Investigation in Tumor Angiogenesis (GIANT) Group of Research and Innovation in Vascular Health (GRIVAS Health) Basic Sciences Department Faculty of Sciences, Universidad del Bio-Bio, Chillan, Chile. cescudero@ubiobio.cl."
28947572,Levy J,"Department of Neuroscience, The Johns Hopkins University, Baltimore, Maryland 21205."
28947572,Zold C,"Systems Neuroscience Group, IFIBIO Bernardo Houssay (CONICET-UBA), Department of Physiology and Biophysics, University of Buenos Aires, School of Medicine, Buenos Aires, Argentina 1121, and."
28947572,Namboodiri V,Department of Psychiatry and.
28947572,Namboodiri V,"Neuroscience Center, University of North Carolina, Chapel Hill, North Carolina 27599."
28947572,Hussain Shuler M,"Department of Neuroscience, The Johns Hopkins University, Baltimore, Maryland 21205, shuler@jhmi.edu."
28888654,Martorelli L,"Instituto de Patobiología, CICVyA, Instituto Nacional de Tecnología Agropecuaria, Hurlingham 1686, Argentina."
28888654,Albanese A,"Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires 1121, Argentina."
28888654,Vilte D,"Instituto de Patobiología, CICVyA, Instituto Nacional de Tecnología Agropecuaria, Hurlingham 1686, Argentina."
28888654,Cantet R,"Facultad de Agronomía, Universidad de Buenos Aires-CONICET, Buenos Aires 1427, Argentina."
28888654,Bentancor A,"Cátedra de Microbiología, Facultad de Ciencias Veterinarias, Universidad de Buenos Aires, Buenos Aires 1427, Argentina."
28888654,Zolezzi G,"Servicio Fisiopatogenia, INEI-ANLIS ""Dr. Carlos G. Malbrán"", Buenos Aires 1282, Argentina."
28888654,Chinen I,"Servicio Fisiopatogenia, INEI-ANLIS ""Dr. Carlos G. Malbrán"", Buenos Aires 1282, Argentina."
28888654,Ibarra C,"Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires 1121, Argentina."
28888654,Rivas M,"Servicio Fisiopatogenia, INEI-ANLIS ""Dr. Carlos G. Malbrán"", Buenos Aires 1282, Argentina."
28888654,Mercado E,"Instituto de Patobiología, CICVyA, Instituto Nacional de Tecnología Agropecuaria, Hurlingham 1686, Argentina."
28888654,Cataldi A,"Instituto de Biotecnología, CICVyA, Instituto Nacional de Tecnología Agropecuaria, Hurlingham 1686, Argentina. Electronic address: cataldi.angeladrian@inta.inta.gob.ar."
28718802,Amaral M,"Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires 1121, Argentina. mmamaral74@gmail.com."
28718802,Girard M,"Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires 1121, Argentina. magali.girard@live.com.ar."
28718802,Alvarez R,"Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires 1121, Argentina. roalvarez_4@yahoo.com.ar."
28718802,Paton A,"Research Centre for Infectious Diseases, Department of Molecular and Cellular Biology, University of Adelaide, Adelaide 5005, Australia. adrienne.paton@adelaide.edu.au."
28718802,Paton J,"Research Centre for Infectious Diseases, Department of Molecular and Cellular Biology, University of Adelaide, Adelaide 5005, Australia. james.paton@adelaide.edu.au."
28718802,Repetto H,"Servicio de Pediatría, Hospital Nacional Profesor Alejandro Posadas, Buenos Aires 1684, Argentina. harepetto@yahoo.com.ar."
28718802,Sacerdoti F,"Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires 1121, Argentina. flasacerdoti@gmail.com."
28718802,Ibarra C,"Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires 1121, Argentina. cristinaadrianaibarra@gmail.com."
28710541,Medrano M,"Instituto de Fisiología y Biofísica Prof. Bernardo Houssay (IFIBIO-Houssay), UBA y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina."
28710541,Medrano M,"Instituto de Química y Fisicoquímica Biológicas (IQUIFIB) Prof. Alejandro Paladini, UBA-CONICET, Buenos Aires, Argentina."
28710541,Bejarano C,"Instituto de Fisiología y Biofísica Prof. Bernardo Houssay (IFIBIO-Houssay), UBA y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina."
28710541,Bejarano C,"Departamento de Fisiología, Facultad de Medicina, Universidad de Buenos Aires (UBA), Buenos Aires, Argentina."
28710541,Battista A,"Instituto de Química y Fisicoquímica Biológicas (IQUIFIB) Prof. Alejandro Paladini, UBA-CONICET, Buenos Aires, Argentina."
28710541,Venera G,"Instituto Universitario Italiano de Rosario (IUNIR), Santa Fe, Argentina."
28710541,Bernabeu R,"Instituto de Fisiología y Biofísica Prof. Bernardo Houssay (IFIBIO-Houssay), UBA y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina."
28710541,Bernabeu R,"Departamento de Fisiología, Facultad de Medicina, Universidad de Buenos Aires (UBA), Buenos Aires, Argentina."
28710541,Faillace M,"Instituto de Fisiología y Biofísica Prof. Bernardo Houssay (IFIBIO-Houssay), UBA y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina. pfaillace@qb.ffyb.uba.ar."
28710541,Faillace M,"Departamento de Fisiología, Facultad de Medicina, Universidad de Buenos Aires (UBA), Buenos Aires, Argentina. pfaillace@qb.ffyb.uba.ar."
28710541,Faillace M,"IFIBIO-Houssay, Departamento de Fisiología, Facultad de Medicina, Universidad de Buenos Aires (UBA), Paraguay 2155 7° piso, C1121ABG, Ciudad Autónoma de Buenos Aires, Argentina. pfaillace@qb.ffyb.uba.ar."
28643674,Fernandez-Brando R,"Laboratorio de Patogénesis y de Procesos Infecciosos, Instituto de Medicina Experimental, (IMEX-CONICET), Academia Nacional de Medicina, Argentina."
28643674,Amaral M,"Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Argentina."
28643674,Ciocchini A,"Instituto de Investigaciones Biotecnológicas Rodolfo Ugalde-Instituto Tecnológico de Chascomús (IIB-INTECH), Universidad Nacional de San Martín (UNSAM), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Argentina."
28643674,Bentancor L,"Laboratorio de Ingeniería Genética y Biología Celular y Molecular, Universidad Nacional de Quilmes, Buenos Aires, Argentina."
28643674,Trelles J,"Laboratorio de Investigaciones en Biotecnología Sustentable (LIBioS), Departamento de Ciencia y Tecnología, Universidad Nacional de Quilmes, Buenos Aires, Argentina."
28643674,Da Rocha M,"Asociación Lucha contra el Síndrome Urémico Hemolítico (LuSUH), Argentina."
28643674,Landriel M,"Cátedra de Nutrición, Carrera de Tecnología de Alimentos, Universidad Nacional de Lanús, Buenos Aires, Argentina."
28643674,Ugarte M,"Cátedra de Nutrición, Carrera de Tecnología de Alimentos, Universidad Nacional de Lanús, Buenos Aires, Argentina."
28643674,Briones G,"Instituto de Investigaciones Biotecnológicas Rodolfo Ugalde-Instituto Tecnológico de Chascomús (IIB-INTECH), Universidad Nacional de San Martín (UNSAM), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Argentina."
28643674,Ibarra C,"Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Argentina."
28643674,Palermo M,"Laboratorio de Patogénesis y de Procesos Infecciosos, Instituto de Medicina Experimental, (IMEX-CONICET), Academia Nacional de Medicina, Argentina. E-mail: marinaspalermo@hotmail.com."
28523190,Trimarchi H,"Nephrology Service, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
28523190,Canzonieri R,"Central Laboratory, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
28523190,Schiel A,"Central Laboratory, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
28523190,Politei J,"Neurology Department, Laboratorio de Neuroquímica Dr. Nestor Chamoles, Buenos Aires, Argentina."
28523190,Costales-Collaguazo C,"IFIBIO Houssay, CONICET, Physiopathology, Pharmacy and Biochemistry Faculty, Universidad de Buenos Aires, Buenos Aires, Argentina."
28523190,Stern A,"Central Laboratory, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
28523190,Paulero M,"Nephrology Service, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
28523190,Rengel T,"Nephrology Service, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
28523190,Valino-Rivas L,"IIS-Fundación Jimenez Diaz, School of Medicine, UAM, Madrid, Spain."
28523190,Forrester M,"Nephrology Service, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
28523190,Lombi F,"Nephrology Service, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
28523190,Pomeranz V,"Nephrology Service, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
28523190,Iriarte R,"Nephrology Service, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
28523190,Muryan A,"Central Laboratory, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
28523190,Ortiz A,"IIS-Fundación Jimenez Diaz, School of Medicine, UAM, Madrid, Spain."
28523190,Ortiz A,"REDINREN, Madrid, Spain."
28523190,Sanchez-Nino M,"IIS-Fundación Jimenez Diaz, School of Medicine, UAM, Madrid, Spain."
28523190,Sanchez-Nino M,"REDINREN, Madrid, Spain."
28523190,Zotta E,"IFIBIO Houssay, CONICET, Physiopathology, Pharmacy and Biochemistry Faculty, Universidad de Buenos Aires, Buenos Aires, Argentina."
28486763,Goldman R,"Consejo Nacional de Investigaciones Científicas y Técnicas, Facultad de Medicina, Instituto de Fisiología y Biofísica (IFIBIO Houssay), Laboratorio de Biomembranas, Universidad de Buenos Aires, Argentina."
28486763,Jozefkowicz C,"Consejo Nacional de Investigaciones Científicas y Técnicas, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Departamento de Fisicomatemática, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Argentina."
28486763,Canessa Fortuna A,"Consejo Nacional de Investigaciones Científicas y Técnicas, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Departamento de Fisicomatemática, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Argentina."
28486763,Sutka M,"Consejo Nacional de Investigaciones Científicas y Técnicas, Instituto de Biodiversidad y Biología Experimental y Aplicada (IBBEA), Departamento de Biodiversidad y Biología Experimental, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Argentina."
28486763,Alleva K,"Consejo Nacional de Investigaciones Científicas y Técnicas, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Departamento de Fisicomatemática, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Argentina."
28486763,Ozu M,"Consejo Nacional de Investigaciones Científicas y Técnicas, Facultad de Medicina, Instituto de Fisiología y Biofísica (IFIBIO Houssay), Laboratorio de Biomembranas, Universidad de Buenos Aires, Argentina."
28486763,Ozu M,"Consejo Nacional de Investigaciones Científicas y Técnicas, Instituto de Biodiversidad y Biología Experimental y Aplicada (IBBEA), Departamento de Biodiversidad y Biología Experimental, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Argentina."
28476642,Braz B,"Universidad de Buenos Aires, Facultad de Medicina, Departamento de Ciencias Fisiológicas, Grupo de Neurociencia de Sistemas, Buenos Aires, Argentina; Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica (IFIBIO) Houssay, Buenos Aires, Argentina. Electronic address: barbybraz@gmail.com."
28476642,Belforte J,"Universidad de Buenos Aires, Facultad de Medicina, Departamento de Ciencias Fisiológicas, Grupo de Neurociencia de Sistemas, Buenos Aires, Argentina; Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica (IFIBIO) Houssay, Buenos Aires, Argentina. Electronic address: belfortej@yahoo.com."
28476642,Murer M,"Universidad de Buenos Aires, Facultad de Medicina, Departamento de Ciencias Fisiológicas, Grupo de Neurociencia de Sistemas, Buenos Aires, Argentina; Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica (IFIBIO) Houssay, Buenos Aires, Argentina. Electronic address: gmurer@fmed.uba.ar."
28476642,Galinanes G,"Universidad de Buenos Aires, Facultad de Medicina, Departamento de Ciencias Fisiológicas, Grupo de Neurociencia de Sistemas, Buenos Aires, Argentina; Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica (IFIBIO) Houssay, Buenos Aires, Argentina. Electronic address: gregorio.galinanes@unige.ch."
28473934,Trimarchi H,"Nephrology, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
28473934,Paulero M,"Nephrology, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
28473934,Canzonieri R,"Biochemistry, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
28473934,Schiel A,"Biochemistry, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
28473934,Iotti A,"Pathology Services, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
28473934,Costales-Collaguazo C,"IFIBIO Houssay-UBA CONICET, Facultad de Medicina, Universidad de Buenos Aires, Argentina."
28473934,Stern A,"Biochemistry, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
28473934,Forrester M,"Nephrology, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
28473934,Lombi F,"Nephrology, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
28473934,Pomeranz V,"Nephrology, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
28473934,Iriarte R,"Nephrology, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
28473934,Rengel T,"Nephrology, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
28473934,Gonzalez-Hoyos I,"Nephrology, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
28473934,Muryan A,"Biochemistry, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
28473934,Zotta E,"Pathology Services, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
28439227,Salles A,"Laboratorio de Neurobiología de la Memoria, Departamento de Fisiología y Biología Molecular y Celular, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos AiresBuenos Aires, Argentina."
28439227,Salles A,"Instituto de Fisiología, Biología Molecular y Neurociencias (IFIBYNE), CONICET-Universidad de Buenos AiresBuenos Aires, Argentina."
28439227,Krawczyk M,"Laboratorio de Neurofarmacología de los Procesos de Memoria, Cátedra de Farmacología, Fac. Farmacia y Bioquímica, Universidad de Buenos Aires/CONICETBuenos Aires, Argentina."
28439227,Blake M,"Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO), Facultad de Medicina, Universidad de Buenos Aires, CONICETBuenos Aires, Argentina."
28439227,Romano A,"Laboratorio de Neurobiología de la Memoria, Departamento de Fisiología y Biología Molecular y Celular, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos AiresBuenos Aires, Argentina."
28439227,Romano A,"Instituto de Fisiología, Biología Molecular y Neurociencias (IFIBYNE), CONICET-Universidad de Buenos AiresBuenos Aires, Argentina."
28439227,Boccia M,"Laboratorio de Neurofarmacología de los Procesos de Memoria, Cátedra de Farmacología, Fac. Farmacia y Bioquímica, Universidad de Buenos Aires/CONICETBuenos Aires, Argentina."
28439227,Freudenthal R,"Laboratorio de Neurobiología de la Memoria, Departamento de Fisiología y Biología Molecular y Celular, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos AiresBuenos Aires, Argentina."
28439227,Freudenthal R,"Instituto de Fisiología, Biología Molecular y Neurociencias (IFIBYNE), CONICET-Universidad de Buenos AiresBuenos Aires, Argentina."
28432141,San Martin A,"Instituto de Fisiología y Biofísica Bernardo Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires, The National Scientific and Technical Research Council, Buenos Aires C1121ABG, Argentina, and."
