Affiliation,N_records,N_papers,N_authors
"Clínica Pediátrica, Clínica del Niño de Quilmes, Provincia de Buenos Aires, Argentina.",2,1,2
"Clínica Médica, Hospital Sor María Ludovica de La Plata, Provincia de Buenos Aires, Argentina.",1,1,1
"Clem Jones Centre for Ageing Dementia Research, Queensland Brain Institute, The University of Queensland, St Lucia, QLD, 4072, Australia. rebecca.sangil@sydney.edu.au.",1,1,1
"Clem Jones Centre for Ageing Dementia Research, Queensland Brain Institute, The University of Queensland, St Lucia, QLD, 4072, Australia. adam.walker@sydney.edu.au.",1,1,1
"Clem Jones Centre for Ageing Dementia Research, Queensland Brain Institute, The University of Queensland, St Lucia, QLD, 4072, Australia.",8,1,8
"Chronophysiology Lab, Institute for Biomedical Research, UCA-CONICET), Buenos Aires, Argentina.",1,1,1
"Centro de Investigaciones Cardiovasculares Horacio Cingolani, CONICET La Plata, Facultad de Ciencias Médicas, Universidad Nacional de La Plata, La Plata, Argentina.",1,1,1
"Charles Perkins Centre, The University of Sydney, Camperdown, NSW, 2050, Australia. adam.walker@sydney.edu.au.",1,1,1
"Charles Perkins Centre, The University of Sydney, Camperdown, NSW, 2050, Australia.",6,1,6
"Centro de Neurociencias de Cuba, Cuba. Electronic address: robertrl1981@gmail.com.",1,1,1
"Centro de Neurobiología y Fisiopatología Integrativa (CENFI), Instituto de Fisiología, Universidad de Valparaíso, Valparaíso 2340000, Chile; Programa de Doctorado en Ciencias, Mención Neurociencia, Universidad de Valparaíso, Valparaíso 2340000, Chile.",1,1,1
"Centro de Neurobiología y Fisiopatología Integrativa (CENFI), Instituto de Fisiología, Universidad de Valparaíso, Valparaíso 2340000, Chile; Millennium Nucleus of Neuroepigenetics and Plasticity (EpiNeuro), Santiago, Chile. Electronic address: marco.fuenzalida@uv.cl.",1,1,1
"Centro de Neurobiología y Fisiopatología Integrativa (CENFI), Instituto de Fisiología, Universidad de Valparaíso, Valparaíso 2340000, Chile.",1,1,1
"Centro de Investigación Veterinaria de Tandil (CONICET-CIC-UNCPBA), Facultad de Ciencias Veterinarias, Tandil 7000, Argentina. akruger@vet.unicen.edu.ar.",1,1,1
"Centro de Investigación Biomédica en Red sobre Enfermedades Neurodegenerativas (CIBERNED), Instituto de Salud Carlos III, Madrid, Spain; CNS Gene Therapy Program, Center for Applied Medical Research (CIMA), University of Navarra, Pamplona, Spain.",1,1,1
"Centro de Investigaciones y Transferencia de Villa María (CIT-VM-CONICET), Universidad Nacional de Villa María (UNVM), Villa María, Argentina, 5900.",6,1,6
"Charles Perkins Centre, The University of Sydney, Camperdown, NSW, 2050, Australia. rebecca.sangil@sydney.edu.au.",1,1,1
"Instituto Leloir, Patricias Argentinas 435, Buenos Aires, Argentina.",8,1,8
"Instituto Leloir, Patricias Argentinas 435, Buenos Aires, 1405, Argentina. PWAPPNER@LELOIR.ORG.AR.",1,1,1
"Instituto Leloir, Patricias Argentinas 435, Buenos Aires, 1405, Argentina.",2,1,2
"Instituto Cajal, Consejo Superior de Investigaciones Científicas, Madrid, Spain.",6,1,6
"Instituto Cajal, Consejo Superior de Investigaciones Científicas, CSIC, Madrid, Spain.",4,1,4
"Instituto Cajal, Consejo Superior de Investigaciones Científicas, CSIC, Madrid 28002, Spain; Instituto de Neurociencias UMH-CSIC, San Juan de Alicante, Alicante 03550, Spain.",1,1,1
"Instituto Cajal, Consejo Superior de Investigaciones Científicas, CSIC, Madrid 28002, Spain; CIBERNED, Instituto de Salud Carlos III, Madrid, Spain. Electronic address: moratalla@cajal.csic.es.",1,1,1
"Instituto Cajal, Consejo Superior de Investigaciones Científicas, CSIC, Madrid 28002, Spain; CIBERNED, Instituto de Salud Carlos III, Madrid, Spain.",1,1,1
"Department of Neuroscience, The Johns Hopkins University, Baltimore, Maryland 21205.",1,1,1
"Instituto Cajal, CSIC, Madrid, España.",1,1,1
"Institute of Scientific Research and High Technology Services of Panama, Republic of Panama. Electronic address: mariabcarreirafranceschi@gmail.com.",1,1,1
"Institute of Physiology and Biophysics Bernardo Houssay 018(IFIBIO Houssay), CONICET, University of Buenos Aires, Buenos Aires, Argentina.",1,1,1
"Institute of Physiology and Biophysics Bernardo Houssay (IFIBIO-Houssay), National Scientific and Technical Research Council (CONICET), School of Pharmacy and Biochemistry, University of Buenos Aires, Junín, Buenos Aires.",1,1,1
"Institute of Physiology and Biophysics Bernardo Houssay (IFIBIO Houssay-CONICET), Buenos Aires, Argentina.",2,1,2
"Institute of Physiology and Biophysics Bernardo Houssay (IFIBIO Houssay), Department of Physiology and Biophysics, School of Medicine, University of Buenos Aires, Buenos Aires, Argentina; and.",3,1,3
"Institute of Physiology and Biophysics Bernardo Houssay (IFIBIO Houssay), Department of Physiology and Biophysics, School of Medicine, University of Buenos Aires, Buenos Aires, Argentina; and vdellamaggiore@fmed.uba.ar.",1,1,1
"Institute of Medical Biochemistry Leopoldo de Meis, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil.",1,1,1
"Instituto Cajal, CSIC, Madrid, Spain.",2,1,2
"Instituto de Biología y Medicina Experimental (IBYME), CONICET, Buenos Aires, Argentina; Universidad de Buenos Aires, Ciclo Básico Común, Cátedra de Química, Buenos Aires, Argentina.",1,1,1
"Instituto de Biología Celular y Neurociencias (IBCN) Dr. Eduardo de Robertis, Facultad de Medicina, CONICET, Universidad de Buenos Aires (UBA), Buenos Aires, Argentina.",2,1,2
"Instituto de Biología Celular y Neurociencias ""Prof. Eduardo de Robertis"", Facultad de Medicina - Universidad de Buenos Aires - CONICET, Paraguay 2155 - 3rd floor, Ciudad Autónoma de Buenos Aires, C1121ABG Buenos Aires, Argentina; Departamento de Fisiologia, Biologia Molecular y Celular, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Intendente Güiraldes 2160, Ciudad Universitaria, Buenos Aires, Argentina. Electronic address: hviola@fmed.uba.ar.",1,1,1
"Instituto de Biología Celular y Neurociencias ""Prof. Eduardo de Robertis"", Facultad de Medicina - Universidad de Buenos Aires - CONICET, Paraguay 2155 - 3rd floor, Ciudad Autónoma de Buenos Aires, C1121ABG Buenos Aires, Argentina. Electronic address: pamelopes@gmail.com.",1,1,1
"Instituto de Biología Celular y Neurociencias ""Prof. Eduardo de Robertis"", Facultad de Medicina - Universidad de Buenos Aires - CONICET, Paraguay 2155 - 3rd floor, Ciudad Autónoma de Buenos Aires, C1121ABG Buenos Aires, Argentina. Electronic address: maeuvi@yahoo.com.",1,1,1
"Instituto de Biología Celular y Neurociencias ""Prof. Eduardo de Robertis"", Facultad de Medicina - Universidad de Buenos Aires - CONICET, Paraguay 2155 - 3rd floor, Ciudad Autónoma de Buenos Aires, C1121ABG Buenos Aires, Argentina. Electronic address: faballarini@gmail.com.",1,1,1
"Instituto de Biología Celular y Neurociencia ""Prof. E. De Robertis"" (IBCN), Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina.",1,1,1
"Instituto de Biologia Celular y Neurociencias, Universidad de Buenos Aires, CONICET, Buenos Aires, Argentina.",3,1,3
"Instituto Leloir, Patricias Argentinas 435, Buenos Aires, Argentina. pwappner@leloir.org.ar.",1,1,1
"Instituto de Agrobiotecnología y Biología Molecular (INTA-CONICET), Buenos Aires, Argentina.",1,1,1
"Instituto de Agrobiotecnología y Biología Molecular (IABIMO)-CICVyA, INTA-CONICET, Buenos Aires, Argentina, 1121.",2,1,2
"Instituto Universitario Italiano de Rosario (IUNIR), Santa Fe, Argentina.",1,1,1
"Instituto Tecnológico de Buenos Aires, CONICET, Buenos Aires, Argentina.",2,1,2
"Instituto Tecnológico de Buenos Aires (ITBA), Buenos Aires, Argentina. hviola@fmed.uba.ar.",1,1,1
"Instituto Politecnico Nacional Escuela Nacional de Medicina y Homeopatia, Mexico City, Mexico.",1,1,1
"Instituto Nacional de Enfermedades Respiratorias ""Dr. Emilio Coni"", ANLIS e Instituto de Salud Dr. ""Carlos Malbrán"", Santa Fe, Argentina.",1,1,1
"Instituto Mexicano del Seguro Social, Unidad de Investigación Durango, Durango, Mexico.",1,1,1
"Instituto de Biociencias, Biotecnología y Biología Traslacional, Departamento de Fisiología, Biología Molecular y Celular, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Buenos Aires, Argentina.",2,1,2
"IFIBIO Houssay-CONICET Universidad de Buenos Aires, Buenos Aires, Argentina.",2,1,2
"IFIBIO Houssay, Systems Neuroscience Group, Department of Physiology and Biophysics, School of Medicine, University of Buenos Aires, Buenos Aires, Argentina.",2,1,2
"IFIBIO Houssay, School of Medicine, Department of Physiology, University of Buenos Aires, Buenos Aires, Argentina.",4,1,4
"IFIBIO Houssay, School of Medicine, Department of Physiology, University of Buenos Aires, Argentina.",3,1,3
"IFIBIO Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires -CONICET, Buenos Aires, Argentina.",4,1,4
"IFIBIO Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires - CONICET, Buenos Aires, Argentina. Electronic address: lmuller@fmed.uba.ar.",1,1,1
"IFIBIO Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires - CONICET Buenos Aires, Argentina.",3,1,3
"IFIBIO Houssay, Department of Physiology, School of Medicine, University of Buenos Aires, C1121ABG, Argentina.",3,1,3
"Institute of Health Sciences, Federal University of Mato Grosso, Sinop, Brazil.",1,1,1
"IFIBIO Houssay, Department of Physiology and Biophysics, School of Medicine, University of Buenos Aires Buenos Aires, Argentina.",1,1,1
"IFIBIO Houssay, Deparamento de Fisiología y Biofísia, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.",2,1,2
"IFIBIO Houssay, CONICET, Department of Physiology, School of Medicine, University of Buenos Aires, Buenos Aires, Argentina. vdellamaggiore@fmed.uba.ar.",1,1,1
"IFIBIO Bernardo Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires-CONICET, Buenos Aires, Argentina.",3,1,3
"IFIBIO Bernardo Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires-CONICET, 2155 Paraguay Street, Buenos Aires 1121, Argentina.",1,1,1
"IFIBIO Bernardo Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires - CONICET, Buenos Aires, Argentina.",1,1,1
"IFIBIO Bernardo Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires - CONICET, 2155 Paraguay Street, Buenos Aires 1121, Argentina. Electronic address: cecitubert@gmail.com.",1,1,1
"IFIBIO Bernardo Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires - CONICET, 2155 Paraguay Street, Buenos Aires 1121, Argentina.",4,1,4
"IFIBIO Houssay, Department of Physiology, School of Medicine, University of Buenos Aires, Buenos Aires, Argentina.",3,1,3
"Institute of Biophysics Carlos Chagas Filho, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil.",1,1,1
"Institute of Biomedical Sciences, Faculty of Medicine and Faculty of Life Science, Universidad Andres Bello, Santiago, Chile; Millennium Nucleus of Neuroepigenetics and Plasticity (EpiNeuro), Santiago, Chile.",1,1,1
"Institute of Biomedical Sciences, Faculty of Medicine and Faculty of Life Science, Universidad Andres Bello, Santiago, Chile.",1,1,1
"Institute of Biological and Health Sciences, Federal University of Mato Grosso, Barra do Garḉa, Brazil.",1,1,1
"Institute of Biological and Health Sciences, Federal University of Mato Grosso, Barra do Garças, Brazil.",1,1,1
Institute of Biochemistry and Biophysics (IQUIFIB).,3,1,3
"Institute for Stroke and Dementia Research, LMU Munich, Munich, Germany.",1,1,1
"Institute for Biological and Medical Engineering, Schools of Engineering, Medicine and Biological Sciences, Pontificia Universidad Católica de Chile, Santiago, Chile.",1,1,1
"IFIBIO Houssay-UBA CONICET, Facultad de Medicina, Universidad de Buenos Aires, Argentina.",1,1,1
"Institute Leloir Foundation- IIBBA-CONICET, Buenos Aires, Argentina.",6,1,6
"Infectious Hazard Management Unit, Public Health Department, Pan American Health Organization, Washington DC 20037, USA.",1,1,1
"IIS-Fundación Jimenez Diaz, School of Medicine, UAM, Madrid, Spain.",3,1,3
"IIS-Fundacion Jimenez Diaz, School of Medicine, UAM, Avda Reyes Catolicos 2, 28040, Madrid, Spain. mdsanchez@fjd.es.",1,1,1
"IIS-Fundacion Jimenez Diaz, School of Medicine, UAM, Avda Reyes Catolicos 2, 28040, Madrid, Spain.",1,1,1
"IFIBIO-Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires - CONICET, 2155 Paraguay Street, Buenos Aires, Argentina. Electronic address: pagani@fmed.uba.ar.",1,1,1
"IFIBIO-Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires - CONICET, 2155 Paraguay Street, Buenos Aires, Argentina.",2,1,2
"IFIBIO-Houssay, Facultad de Medicina, Universidad de Buenos Aires-CONICET 1121, Buenos Aires, Argentina.",1,1,1
"IFIBIO-Houssay, Departamento de Fisiología, Facultad de Medicina, Universidad de Buenos Aires (UBA), Paraguay 2155 7° piso, C1121ABG, Ciudad Autónoma de Buenos Aires, Argentina. pfaillace@qb.ffyb.uba.ar.",1,1,1
"Institute Leloir Foundation- IIBBA-CONICET, Buenos Aires, Argentina. fpitossi@leloir.org.ar.",1,1,1
"Instituto de Fisiología y Biofísica Bernardo Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires, The National Scientific and Technical Research Council, Buenos Aires C1121ABG, Argentina, and pagani@fmed.uba.ar calciumsignl@gmail.com.",1,1,1
"Instituto de Fisiología y Biofísica Bernardo Houssay, Facultad de Medicina, Universidad de Buenos Aires, C1113AAD Buenos Aires, Argentina.",1,1,1
"Instituto de Fisiología y Biofísica Bernardo Houssay, Departamento de Fisiología, Facultad de Medicina, Universidad de Buenos Aires (UBA), Buenos Aires, Argentina.",3,1,3
"Instituto de Fisiología y Biofísica Bernardo Houssay, Consejo Nacional de Investigaciones Científicas y Técnicas, Buenos Aires, Argentina.",3,1,3
"Instituto de Fisiología y Biofísica Bernardo Houssay, Consejo Nacional de Investigaciones Científicas y Técnicas and Universidad de Buenos Aires, Buenos Aires, Argentina.",2,1,2
"Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO-Houssay), UBA-CONICET, Buenos Aires, Argentina. jbelforte@fmed.uba.ar.",1,1,1
"Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO-Houssay), UBA-CONICET, Buenos Aires, Argentina. estefania.bello@gmail.com.",1,1,1
"Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO-Houssay), UBA-CONICET, Buenos Aires, Argentina.",2,1,2
"Instituto de Biología y Medicina Experimental (IBYME), CONICET, Buenos Aires, Argentina; Universidad de Buenos Aires, Facultad de Medicina, Departamento de Bioquímica Humana, Buenos Aires, Argentina.",1,1,1
"Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas, Buenos Aires, 1121, Argentina jbelforte@fmed.uba.ar.",1,1,1
"Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas, Buenos Aires 1121, Argentina.",1,1,1
"Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO-HOUSSAY), CONICET-Universidad de Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina.",1,1,1
"Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO)-Houssay, Facultad de Medicina, Universidad de Buenos Aires-Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina.",2,1,2
"Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO)- CONICET- Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.",3,1,3
"Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Buenos Aires, Argentina.",4,1,4
"Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Universidad de Buenos Aires - Consejo Nacional de Investigaciones Científicas y Tecnológicas (CONICET); Laboratorio de Fisiopatogenia, Departamento de Ciencias Fisiológicas, Facultad de Medicina, Universidad de Buenos Aires.",1,1,1
"Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay CONICET), Paraguay, 2155, Buenos Aires, 1121, Argentina.",1,1,1
"Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas, Buenos Aires, 1121, Argentina.",3,1,3
"Instituto de Ingeniería y Agronomía, Universidad Nacional Arturo Jauretche, Florencio Varela, Argentina.",1,1,1
"Instituto de Ingeniería Biomédica, Facultad de Ingeniería, Universidad de Buenos Aires, Argentina.",1,1,1
"Instituto de Genética Veterinaria Ing. Fernando N. Dulout (UNLP-CONICET, La Plata), Facultad de Ciencias Veterinarias, La Plata 1900, Argentina. lgalli@igevet.gob.ar.",1,1,1
"Instituto de Genética Humana, Facultad de Medicina, Pontificia Universidad Javeriana, Bogotá, Colombia; Red Iberoamericana de Alteraciones Vasculares en Trastornos del Embarazo, Chillán, Chile. Electronic address: payala@javeriana.edu.co.",1,1,1
"Instituto de Genética Humana, Facultad de Medicina, Pontificia Universidad Javeriana, Bogotá, Colombia.",3,1,3
"Instituto de Genética (INTA), Buenos Aires, Argentina.",1,1,1
"Instituto de Física, Universidade Federal de Alagoas (UFAL), Maceió 57072-970, Brazil.",1,1,1
"Instituto de Física de São Carlos, Universidade de São Paulo, São Carlos, Brasil.",5,1,5
"Instituto de Fisiología y Biofísica Bernardo Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires, The National Scientific and Technical Research Council, Buenos Aires C1121ABG, Argentina, and.",2,1,2
"Instituto de Fisiología, Biología Molecular y Neurociencias, Consejo Nacional de Investigaciones Científicas y Técnicas and Universidad de Buenos Aires, Buenos Aires, Argentina.",2,1,2
"Instituto de Fisiología, Biología Molecular y Neurociencias (IFIBYNE), UBA-CONICET, Buenos Aires, Argentina.",2,1,2
"Instituto de Fisiología, Biología Molecular y Neurociencias (IFIBYNE), CONICET-Universidad de Buenos AiresBuenos Aires, Argentina.",3,1,3
"Instituto de Fisiología y Biofísica Prof. Bernardo Houssay (IFIBIO-Houssay), Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina; Departamento de Fisiología, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina. Electronic address: pfaillace@qb.ffyb.uba.ar.",1,1,1
"Instituto de Fisiología y Biofísica Prof. Bernardo Houssay (IFIBIO-Houssay), Universidad de Buenos Aires (UBA), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina; Departamento de Fisiología, Facultad de Medicina, Universidad de Buenos Aires (UBA), Buenos Aires, Argentina.",1,1,1
"Instituto de Fisiología y Biofísica Prof. Bernardo Houssay (IFIBIO-Houssay), UBA y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina. pfaillace@qb.ffyb.uba.ar.",1,1,1
"Instituto de Fisiología y Biofísica Prof. Bernardo Houssay (IFIBIO-Houssay), UBA y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina.",3,1,3
"Anatomy Unit, Institute of Biomedical Sciences, College of Health Sciences, Mekelle University, Mekelle, Ethiopia.",1,1,1
"Instituto de Fisiología y Biofísica Bernardo Houssay, National Council for Scientific and Technical Research (CONICET), Buenos Aires, Argentina.",1,1,1
"Instituto de Física La Plata (IFLP), CONICET-Universidad Nacional de La Plata, La Plata B1900, Argentina.",1,1,1
"Instituto de Estudios Sociales en Contexto de Desigualdades (IESCODE-CONICET), Universidad Nacional de José C. Paz, Leandro N. Alem 4731, B1665, José C. Paz, Buenos Aires, Argentina.",1,1,1
"Instituto de Ciencias Naturales, Facultad de Medicina Veterinaria y Agronomía, Universidad de Las Américas, Santiago, Chile.",1,1,1
"Instituto de Ciencias Fisicas (ICIFI), Escuela de Ciencia y Tecnología (ECyT), Universidad Nacional de San Martin (UNSAM), Buenos Aires CP 1650, Argentina.",2,1,2
"Instituto de Ciencia y Tecnología de los Alimentos de Entre Ríos (ICTAER-UNER-CONICET), Laboratorio de Neurobiología Experimental, Universidad Nacional de Entre Ríos, 1154 Peron St, Gualeguaychú, Entre Ríos, Argentina.",1,1,1
"Instituto de Biotecnología, Universidad Nacional de Hurlingham, Villa Tesei, Argentina.",1,1,1
"Instituto de Biotecnología, Instituto Nacional de Tecnología Agropecuaria, Nicolás Repetto y De los Reseros, 1686 Hurlingham, Buenos Aires, Argentina.",1,1,1
"Instituto de Biotecnología, Instituto Nacional de Tecnología Agropecuaria (INTA-Castelar), Buenos Aires, Argentina.",2,1,2
"Instituto de Biotecnología, Centro de Investigación en Ciencias Veterinarias y Agronómicas, Instituto Nacional de Tecnología Agropecuaria, Hurlingham, Argentina. Electronic address: Cataldi.angeladrian@inta.gob.ar.",1,1,1
"Instituto de Fisiología y Biofísica B. Houssay (IFIBIO), Consejo Nacional de Investigaciones Científicas y Técnicas, Departamento de Fisiología y Biofísica, Universidad de Buenos Aires, Buenos Aires, Argentina.",1,1,1
"Instituto de Biotecnología, CICVyA, Instituto Nacional de Tecnología Agropecuaria, Hurlingham 1686, Argentina. Electronic address: cataldi.angeladrian@inta.inta.gob.ar.",1,1,1
"Instituto de Bioquímica y Medicina Molecular, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, C1113AAD Buenos Aires, Argentina. Electronic address: slarnaiz@ffyb.uba.ar.",1,1,1
"Instituto de Bioquímica y Medicina Molecular, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, C1113AAD Buenos Aires, Argentina.",4,1,4
"Instituto de Biomedicina de Sevilla, IBiS/Hospital Universitario Virgen del Rocío/CSIC/Universidad de Sevilla, Av. Manuel Siurot s/n, 41013, Seville, Spain. irusta@us.es.",1,1,1
"Instituto de Biomedicina de Sevilla, IBiS/Hospital Universitario Virgen del Rocío/CSIC/Universidad de Sevilla, Av. Manuel Siurot s/n, 41013, Seville, Spain.",6,1,6
"Instituto de Biomedicina de Sevilla (IBiS), Hospital Universitario Virgen del Rocío/CSIC/Universidad de Sevilla, 41013, Seville, Spain.",1,1,1
"Instituto de Biomedicina de Sevilla (IBiS), Hospital Universitario Virgen del Rocío/CSIC, Universidad de Sevilla, Seville, Spain.",2,1,2
"Instituto de Biología y Medicina Experimental (IBYME)-CONICET, Buenos Aires, Argentina.",1,1,1
"Instituto de Biotecnología, CICVyA, Instituto Nacional de Tecnología Agropecuaria, Hurlingham, Argentina.",3,1,3
"Instituto de Fisiología y Biofísica (IFIBIO-Houssay), Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.",3,1,3
"Instituto de Fisiología y Biofísica (IFIBIO) Houssay, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Departamento de Fisiología y Biofísica, Universidad de Buenos Aires, Buenos Aires, 1121, Argentina; vdellamaggiore@fmed.uba.ar.",1,1,1
"Instituto de Fisiología y Biofísica (IFIBIO) Houssay, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Departamento de Fisiología y Biofísica, Universidad de Buenos Aires, Buenos Aires, 1121, Argentina.",3,1,3
"Instituto de Fisiología y Biofísica (IFIBIO) Houssay, CONICET - Universidad de Buenos Aires, Buenos Aires, Argentina.",1,1,1
"Instituto de Fisiología y Biofísica (IFIBIO UBA-CONICET), Facultad de Medicina, UBA, Paraguay 2155, C1121ABG CABA, Argentina.",1,1,1
"Instituto de Fisiología y Biofísica ""Houssay"" - CONICET (IFIBIO), CONICET - Universidad de Buenos Aires, Buenos Aires, Argentina.",1,1,1
"Instituto de Fisiología y Biofísica ""Houssay"" (IFIBIO ""Houssay"", UBA-CONICET), Buenos Aires, Argentina.",1,1,1
"Instituto de Fisiología y Biofísica ""Bernardo Houssay"" IFIBIO HOUSSAY, Universidad de Buenos Aires. CONICET, Buenos Aires, Argentina. mariv@fmed.uba.ar.",1,1,1
"Instituto de Fisiología Biología Molecular y Neurociencias (IFIBYNE), Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina. pirizjoaquin@gmail.com.",1,1,1
"Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET) Buenos Aires, Argentina.",3,1,3
"Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina. pirizjoaquin@gmail.com.",1,1,1
"Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina.",3,1,3
"Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires 1121, Argentina.",1,1,1
"Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), 1121 Buenos Aires, Argentina.",4,1,4
"Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), 1121 Buenos Aires, Argentina jbelforte@fmed.uba.ar.",1,1,1
"Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay CONICET), Grupo de Neurociencia de Sistemas, Paraguay 2155, Buenos Aires, Argentina.",1,1,1
"Instituto de Fisiología Experimental (IFISE) - Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Ciencias Bioquímicas y Farmacéuticas-Universidad Nacional de Rosario, Rosario, Argentina.",1,1,1
"Instituto de Fisiología Biología Molecular y Neurociencias (IFIBYNE, UBA-CONICET), Buenos Aires, Argentina.",4,1,4
"Instituto de Fisiología y Biofísica ""Bernardo Houssay"" IFIBIO HOUSSAY, Universidad de Buenos Aires. CONICET, Buenos Aires, Argentina.",7,1,7
"Douglas Mental Health Research Institute, McGill University, Montreal, QC, H4H 1R3, Canada.",1,1,1
"Douglas Mental Health Research Institute, McGill University, Montreal, QC H4H 1R3, Canada.",1,1,1
"División de Cardiología, Hospital de Niños Dr. Ricardo Gutiérrez, Buenos Aires, Argentina.",2,1,2
"División de Cardiología, Hospital de Niños Dr. Ricardo Gutiérrez y Sanatorio Sagrado Corazón, Buenos Aires, Argentina.",2,1,2
"División Trombosis, Instituto de investigaciones Hematológicas ""Mariano R. Castex"", Academia Nacional de Medicina, 1425 Buenos Aires, Argentina. fabiana@hematologia.anm.edu.ar.",1,1,1
"Division of Radiation Health, College of Pharmacy, University of Arkansas for Medical Sciences, Little Rock, Arkansas, USA.",1,1,1
