GeneID,Symbol,TaxID,Ensembl,SwissProt,TrEMBL,RefSeq_RNA,RefSeq_Protein
2099,ESR1,9606,['ENSG00000091831'],['P03372'],"['A0A0A0MT57', 'A0A125SXW3', 'A0ACI8PZ83', 'A8KAF4', 'B0QYW7', 'F6S6L1', 'G4XH65', 'H0Y4W6', 'Q5T5H8', 'Q9UBT1', 'Q9UE35']","['NM_000125.4', 'NM_001122740.2', 'NM_001122741.2', 'NM_001122742.2', 'NM_001291230.2', 'NM_001291241.2', 'NM_001328100.2', 'NM_001385568.1', 'NM_001385569.1', 'NM_001385570.1', 'NM_001385571.1', 'NM_001385572.1', 'XM_011535543.3', 'XM_011535545.3', 'XM_011535547.3', 'XM_011535549.3', 'XM_017010377.2', 'XM_017010378.2', 'XM_017010379.2', 'XM_017010380.2', 'XM_017010381.2', 'XM_017010383.2', 'XM_047418289.1', 'XM_047418290.1', 'XM_047418291.1', 'XM_047418292.1', 'XM_047418293.1', 'XM_047418294.1', 'XM_047418295.1', 'XM_047418296.1', 'XM_047418297.1', 'XM_047418298.1', 'XM_047418299.1', 'XM_054354472.1', 'XM_054354473.1', 'XM_054354474.1', 'XM_054354475.1', 'XM_054354476.1', 'XM_054354477.1', 'XM_054354478.1', 'XM_054354479.1', 'XM_054354480.1', 'XM_054354481.1', 'XM_054354482.1', 'XM_054354483.1', 'XM_054354484.1', 'XM_054354485.1', 'XM_054354486.1', 'XM_054354487.1', 'XM_054354488.1', 'XM_054354489.1', 'XM_054354490.1', 'XM_054354491.1', 'XM_054354492.1', 'XM_054354493.1']","['NP_000116.2', 'NP_001116212.1', 'NP_001116213.1', 'NP_001116214.1', 'NP_001278159.1', 'NP_001278170.1', 'NP_001315029.1', 'NP_001372497.1', 'NP_001372498.1', 'NP_001372499.1', 'NP_001372500.1', 'NP_001372501.1', 'XP_011533845.1', 'XP_011533847.1', 'XP_011533849.1', 'XP_011533851.1', 'XP_016865866.1', 'XP_016865867.1', 'XP_016865868.1', 'XP_016865869.1', 'XP_016865870.1', 'XP_016865872.1', 'XP_047274245.1', 'XP_047274246.1', 'XP_047274247.1', 'XP_047274248.1', 'XP_047274249.1', 'XP_047274250.1', 'XP_047274251.1', 'XP_047274252.1', 'XP_047274253.1', 'XP_047274254.1', 'XP_047274255.1', 'XP_054210447.1', 'XP_054210448.1', 'XP_054210449.1', 'XP_054210450.1', 'XP_054210451.1', 'XP_054210452.1', 'XP_054210453.1', 'XP_054210454.1', 'XP_054210455.1', 'XP_054210456.1', 'XP_054210457.1', 'XP_054210458.1', 'XP_054210459.1', 'XP_054210460.1', 'XP_054210461.1', 'XP_054210462.1', 'XP_054210463.1', 'XP_054210464.1', 'XP_054210465.1', 'XP_054210466.1', 'XP_054210467.1', 'XP_054210468.1']"
2852,GPER1,9606,['ENSG00000164850'],['Q99527'],"['C9J3W2', 'Q63ZY2']","['NM_001031682.1', 'NM_001039966.2', 'NM_001098201.3', 'NM_001505.3']","['NP_001035055.1', 'NP_001091671.1', 'NP_001496.1']"
2100,ESR2,9606,['ENSG00000140009'],['Q92731'],"['A0A348FV93', 'F1D8N3', 'G3V5S2', 'Q0PTK2', 'Q7LCB3']","['NM_001040275.1', 'NM_001040276.1', 'NM_001214902.1', 'NM_001214903.1', 'NM_001271876.1', 'NM_001271877.1', 'NM_001291712.2', 'NM_001291723.1', 'NM_001437.3', 'NR_073496.2', 'NR_073497.1', 'XM_047431076.1', 'XM_047431077.1', 'XM_047431078.1', 'XM_054375559.1', 'XM_054375560.1', 'XM_054375561.1', 'XM_054375562.1']","['NP_001035365.1', 'NP_001201831.1', 'NP_001258805.1', 'NP_001258806.1', 'NP_001278641.1', 'NP_001278652.1', 'NP_001428.1', 'XP_047287032.1', 'XP_047287033.1', 'XP_047287034.1', 'XP_054231534.1', 'XP_054231535.1', 'XP_054231536.1', 'XP_054231537.1']"
2069,EREG,9606,['ENSG00000124882'],['O14944'],[],['NM_001432.3'],['NP_001423.1']
1499,CTNNB1,9606,['ENSG00000168036'],['P35222'],"['A0A2R8Y543', 'A0A2R8Y5A3', 'A0A2R8Y5C3', 'A0A2R8Y5Z1', 'A0A2R8Y6G0', 'A0A2R8Y750', 'A0A2R8Y7Z0', 'A0A2R8Y804', 'A0A2R8Y815', 'A0A2R8YG06', 'A0AAQ5BIA4', 'A0AAQ5BIB8', 'A0AAQ5BIB9', 'A0AAQ5BIC2', 'A0AAQ5BIC3', 'A0AAQ5BIC6', 'A0ACI8VGW4', 'A0ACM8QGB4', 'B4DGU4']","['NM_001098209.2', 'NM_001098210.2', 'NM_001330729.2', 'NM_001438871.1', 'NM_001438872.1', 'NM_001438873.1', 'NM_001438874.1', 'NM_001438875.1', 'NM_001904.4', 'XM_024453356.2', 'XM_047447478.1', 'XM_047447479.1', 'XM_047447480.1', 'XM_047447482.1', 'XM_054345310.1', 'XM_054345311.1', 'XM_054345312.1', 'XM_054345313.1', 'XM_054345315.1']","['NP_001091679.1', 'NP_001091680.1', 'NP_001317658.1', 'NP_001425800.1', 'NP_001425801.1', 'NP_001425802.1', 'NP_001425803.1', 'NP_001425804.1', 'NP_001895.1', 'XP_024309124.1', 'XP_047303434.1', 'XP_047303435.1', 'XP_047303436.1', 'XP_047303438.1', 'XP_054201285.1', 'XP_054201286.1', 'XP_054201287.1', 'XP_054201288.1', 'XP_054201290.1']"
212541,Rho,10090,"['ENSMPUG00000017225', 'ENSMSIG00000001309', 'ENSMUSG00000030324', 'ENSNVIG00000009693']",['P15409'],"['A0A0N4SUP8', 'A0A0N4SV48', 'A0A0N4SWC6']","['NM_145383.2', 'XM_006505860.2', 'XM_006505861.3', 'XM_017321493.1']","['NP_663358.1', 'XP_006505923.1', 'XP_006505924.1', 'XP_017176982.1']"
108058,Camk2d,10090,"['ENSMSIG00000025272', 'ENSMUSG00000053819']",['Q6PHZ2'],"['A0A0G2JGS4', 'D6RDQ8', 'E9PXV3', 'E9Q1T1', 'E9Q1V9', 'E9Q1W0', 'E9QAJ4', 'F6RWZ9', 'F6TPW1', 'Q8CCM0']","['NM_001025438.2', 'NM_001025439.2', 'NM_001293663.1', 'NM_001293664.1', 'NM_001293665.1', 'NM_001293666.1', 'NM_001346635.1', 'NM_001346636.1', 'NM_023813.4', 'XM_006500818.4', 'XM_006500819.4', 'XM_006500820.4', 'XM_006500822.4', 'XM_006500823.4', 'XM_006500824.4', 'XM_006500825.4', 'XM_006500826.4', 'XM_006500829.4', 'XM_006500833.4', 'XM_006500834.5', 'XM_006500835.4', 'XM_006500836.4', 'XM_006500839.5', 'XM_017319415.2', 'XM_017319416.2', 'XM_017319417.2', 'XM_017319418.2', 'XM_017319419.2', 'XM_017319420.2', 'XM_017319422.2', 'XM_030252340.1', 'XM_030252341.1', 'XM_030252342.1', 'XM_030252343.1', 'XM_030252344.1', 'XM_030252345.1', 'XM_030252346.1', 'XM_036162803.1', 'XM_036162804.1', 'XM_036162805.1', 'XM_036162806.1', 'XM_036162807.1', 'XM_036162808.1', 'XM_036162809.1', 'XM_036162810.1']","['NP_001020609.1', 'NP_001020610.1', 'NP_001280592.1', 'NP_001280593.1', 'NP_001280594.1', 'NP_001280595.1', 'NP_001333564.1', 'NP_001333565.1', 'NP_076302.1', 'XP_006500881.1', 'XP_006500882.1', 'XP_006500883.1', 'XP_006500885.1', 'XP_006500886.1', 'XP_006500887.1', 'XP_006500888.1', 'XP_006500889.1', 'XP_006500892.1', 'XP_006500896.1', 'XP_006500897.1', 'XP_006500898.1', 'XP_006500899.1', 'XP_006500902.1', 'XP_017174904.1', 'XP_017174905.1', 'XP_017174906.1', 'XP_017174907.1', 'XP_017174908.1', 'XP_017174909.1', 'XP_017174911.1', 'XP_030108200.1', 'XP_030108201.1', 'XP_030108202.1', 'XP_030108203.1', 'XP_030108204.1', 'XP_030108205.1', 'XP_030108206.1', 'XP_036018696.1', 'XP_036018697.1', 'XP_036018698.1', 'XP_036018699.1', 'XP_036018700.1', 'XP_036018701.1', 'XP_036018702.1', 'XP_036018703.1']"
7442,TRPV1,9606,['ENSG00000196689'],['Q8NER1'],"['A0A3B3ISI9', 'A0ACI8QHC4', 'A0ACI8VHU3', 'E7EQ78', 'E7ESJ2', 'I3L1R6']","['NM_018727.5', 'NM_080704.4', 'NM_080705.4', 'NM_080706.3']","['NP_061197.4', 'NP_542435.2', 'NP_542436.2', 'NP_542437.2']"
26413,Mapk1,10090,"['ENSFALG00000007935', 'ENSMPUG00000003144', 'ENSMSIG00000017684', 'ENSMUSG00000063358', 'ENSNVIG00000021540']",['P63085'],"['A0A338P736', 'A0A338P781']","['NM_001038663.1', 'NM_001357115.1', 'NM_011949.3', 'NM_028991.1']","['NP_001033752.1', 'NP_001344044.1', 'NP_036079.1']"
3688,ITGB1,9606,['ENSG00000150093'],['P05556'],"['A0A7I2V2F9', 'A0A7I2V2T4', 'A0A7I2V348', 'A0A7I2V5T3', 'A0A7I2V5Z8', 'A0ACI8QPJ2', 'A0ACI8QPK6', 'A0ACI8R706', 'A0ACI8REX3', 'A0ACI8RKY3', 'A0ACI8RU55', 'A0ACI8RWC5', 'A0ACI8RZ65', 'A0ACI8SCX6', 'A0ACI8TMQ5', 'A0ACI8TMZ4', 'A0ACI8VJW3', 'A0ACI8VJW4', 'A0ACI8VJY9', 'A0ACI8VK69', 'C9JNE0', 'C9JPK5', 'E7EQW5', 'E7EUI6', 'E9PLR6', 'E9PQJ2', 'H7C4K3', 'H7C4N8', 'Q5T3E4']","['NM_002211.4', 'NM_033666.2', 'NM_033667.2', 'NM_033668.2', 'NM_033669.2', 'NM_133376.3']","['NP_002202.2', 'NP_391988.1', 'NP_596867.1']"
3569,IL6,9606,['ENSG00000136244'],['P05231'],"['A0A8Q3SJL1', 'A0ACI8V9J2', 'B4DNQ5', 'B4DVM1', 'B5MC14', 'B5MC21', 'B5MCZ3', 'C9J5B0', 'F6VWX4', 'Q75MH2']","['NM_000600.5', 'NM_001318095.2', 'NM_001371096.1', 'XM_005249745.6', 'XM_054358145.1', 'XM_054358146.1']","['NP_000591.1', 'NP_001305024.1', 'NP_001358025.1', 'XP_005249802.1', 'XP_054214120.1', 'XP_054214121.1']"
3576,CXCL8,9606,['ENSG00000169429'],['P10145'],"['A0A8Q3SIG6', 'C9J4T6']","['NM_000584.4', 'NM_001354840.3']","['NP_000575.1', 'NP_001341769.1']"
14617,Gjd2,10090,"['ENSMSIG00000001283', 'ENSMUSG00000068615', 'ENSNVIG00000015463']",['O54851'],[],"['NM_001418348.1', 'NM_001418349.1', 'NM_010290.3']","['NP_001405277.1', 'NP_001405278.1', 'NP_034420.2']"
24782,Slc9a1,10116,['ENSRNOG00000007982'],['P26431'],[],"['NM_012652.2', 'XM_063287163.1', 'XM_063287164.1', 'XR_005504368.2']","['NP_036784.1', 'XP_063143233.1', 'XP_063143234.1']"
25386,Aqp2,10116,['ENSRNOG00000054378'],['P34080'],[],['NM_012909.3'],['NP_037041.3']
11827,Aqp2,10090,"['ENSMPUG00000014526', 'ENSMSIG00000003609', 'ENSMUSG00000023013', 'ENSNVIG00000006033']",['P56402'],['Q3UQD4'],['NM_009699.3'],['NP_033829.3']
20544,Slc9a1,10090,"['ENSMSIG00000026439', 'ENSMUSG00000028854', 'ENSNVIG00000023725']",['Q61165'],['Q3UDC9'],"['NM_001358455.1', 'NM_016981.3', 'XM_006538686.4', 'XM_017320089.2']","['NP_001345384.1', 'NP_058677.1', 'XP_006538749.1', 'XP_017175578.1']"
30725,chrna1,7955,['ENSDARG00000009021'],['Q98880'],[],['NM_131445.1'],['NP_571520.1']
387298,p2rx7,7955,"['ENSDARG00000042440', 'ENSDARG00000116000']",[],"['A0A8M1PCT3', 'A0AB32TT83', 'A0AC58G6F0', 'Q7SZM2']","['NM_198984.3', 'XM_068222891.2', 'XM_073909211.1', 'XM_087262914.1', 'XR_015496907.1']","['NP_945335.2', 'XP_068078992.1', 'XP_073765312.1', 'XP_087119040.1']"
394066,lin28ab,7955,['ENSDARG00000016999'],['Q803L0'],"['A0A2R8Q8W5', 'I3IS11']","['NM_201091.1', 'XM_005159535.7', 'XM_009294134.6', 'XM_087229002.1', 'XM_087294141.1', 'XM_087294142.1', 'XM_087294143.1']","['NP_957385.1', 'XP_005159592.1', 'XP_009292409.1', 'XP_087085128.1', 'XP_087150267.1', 'XP_087150268.1', 'XP_087150269.1']"
405785,tnfa,7955,['ENSDARG00000009511'],[],"['A0A8M1PIH1', 'Q08CQ3']",['NM_212859.2'],['NP_998024.2']
797150,hif1aa,7955,['ENSDARG00000006181'],[],"['A0A8M1P6H5', 'F1QNB9']",['NM_001308559.1'],['NP_001295488.1']
30682,vegfaa,7955,['ENSDARG00000103542'],['O73682'],"['A0A8M3AHS3', 'A0AB32T459']","['NM_001110349.2', 'NM_131408.3', 'XM_009292018.6', 'XM_068213886.3', 'XM_087226363.1', 'XM_087285155.1', 'XM_087285156.1', 'XM_087285157.1', 'XR_002455712.2', 'XR_015464302.1', 'XR_015464303.1', 'XR_015464304.1', 'XR_015464305.1', 'XR_015510243.1', 'XR_015510244.1', 'XR_015510245.1', 'XR_015510246.1', 'XR_015510247.1']","['NP_001103819.2', 'NP_571483.1', 'XP_009290293.1', 'XP_068069987.1', 'XP_087082489.1', 'XP_087141281.1', 'XP_087141282.1', 'XP_087141283.1']"
14599,Gh,10090,"['ENSMSIG00000025028', 'ENSMUSG00000020713', 'ENSNVIG00000023639']",['P06880'],['A0A0M6L0K7'],"['NM_008117.3', 'XM_006532223.3']","['NP_032143.1', 'XP_006532286.1']"
18783,Pla2g4a,10090,['ENSMUSG00000056220'],['P47713'],"['A0A087WPN8', 'F6RTC2', 'Q3UMQ1', 'Q9DBX5']","['NM_001305632.1', 'NM_008869.4']","['NP_001292561.1', 'NP_032895.1']"
12857,Cox4i1,10090,"['ENSMSIG00000016613', 'ENSMUSG00000031818', 'ENSNVIG00000007871']",['P19783'],"['A2RSV8', 'M0QWX2', 'M0QWX7']","['NM_001293559.1', 'NM_009941.3']","['NP_001280488.1', 'NP_034071.2']"
17708,mt-Co1,10090,"['ENSMUSG00000064351', 'ENSNVIG00000024134']",[],['Q9MD68'],[],['NP_904330.1']
17709,mt-Co2,10090,"['ENSMUSG00000064354', 'ENSNVIG00000023949']",['P00405'],['Q7JCZ1'],[],['NP_904331.1']
941,CD80,9606,['ENSG00000121594'],['P33681'],['A0N0P2'],['NM_005191.4'],['NP_005182.1']
18033,Nfkb1,10090,"['ENSMSIG00000025165', 'ENSMUSG00000028163', 'ENSNVIG00000004801']",['P25799'],"['A0A0G2JGK6', 'F6Z9G5', 'V9GX90']","['NM_001410442.1', 'NM_008689.3', 'XM_006501107.3']","['NP_001397371.1', 'NP_032715.2', 'XP_006501170.1']"
5329,PLAUR,9606,['ENSG00000011422'],['Q03405'],"['A0ACI8PXT8', 'A0ACI8TD66', 'A0ACI8UFE0', 'A0ACI8UFE5', 'A0ACI8UFE7', 'A0ACI8UFF6', 'A0ACI8UFF7', 'A0ACI8UFF8', 'M0QX27', 'M0QYR6', 'M0QYS6', 'M0R0H5', 'M0R0L1', 'M0R0Y4', 'M0R1I2', 'M0R2E9', 'M0R383']","['NM_001005376.3', 'NM_001005377.3', 'NM_001301037.2', 'NM_002659.4', 'XM_017026872.3', 'XM_047438925.1', 'XM_047438926.1', 'XM_047438927.1', 'XM_047438928.1', 'XM_047438929.1', 'XM_047438930.1', 'XM_047438931.1', 'XM_047438932.1', 'XM_047438933.1', 'XM_047438934.1', 'XM_047438935.1', 'XM_047438936.1', 'XM_047438937.1', 'XM_054321205.1', 'XM_054321206.1', 'XM_054321207.1', 'XM_054321208.1', 'XM_054321209.1', 'XM_054321210.1', 'XM_054321211.1', 'XM_054321212.1', 'XM_054321213.1', 'XM_054321214.1', 'XM_054321215.1', 'XM_054321216.1', 'XM_054321217.1', 'XM_054321218.1']","['NP_001005376.1', 'NP_001005377.1', 'NP_001287966.1', 'NP_002650.1', 'XP_016882361.1', 'XP_047294881.1', 'XP_047294882.1', 'XP_047294883.1', 'XP_047294884.1', 'XP_047294885.1', 'XP_047294886.1', 'XP_047294887.1', 'XP_047294888.1', 'XP_047294889.1', 'XP_047294890.1', 'XP_047294891.1', 'XP_047294892.1', 'XP_047294893.1', 'XP_054177180.1', 'XP_054177181.1', 'XP_054177182.1', 'XP_054177183.1', 'XP_054177184.1', 'XP_054177185.1', 'XP_054177186.1', 'XP_054177187.1', 'XP_054177188.1', 'XP_054177189.1', 'XP_054177190.1', 'XP_054177191.1', 'XP_054177192.1', 'XP_054177193.1']"
100003922,p2ry1,7955,['ENSDARG00000105281'],[],['A0A0N4SUG9'],"['XM_001343319.9', 'XM_087293665.1']","['XP_001343355.1', 'XP_087149791.1']"
30466,ascl1a,7955,['ENSDARG00000038386'],['Q90259'],[],['NM_131219.1'],['NP_571294.1']
30646,gfap,7955,['ENSDARG00000025301'],['Q58EE9'],['B2GP50'],['NM_131373.2'],['NP_571448.2']
959,CD40LG,9606,['ENSG00000102245'],['P29965'],"['A0A8Q3WKP2', 'A0A8Q3WL88', 'F6X5E6']",['NM_000074.3'],['NP_000065.1']
24225,Bdnf,10116,['ENSRNOG00000047466'],['P23363'],"['A0A0G2K624', 'A0A0H2UI28', 'A0ABK0LQJ4']","['NM_001270630.1', 'NM_001270631.1', 'NM_001270632.1', 'NM_001270633.1', 'NM_001270634.1', 'NM_001270635.1', 'NM_001270636.1', 'NM_001270637.1', 'NM_001270638.1', 'NM_012513.4', 'XM_006234684.5']","['NP_001257559.1', 'NP_001257560.1', 'NP_001257561.1', 'NP_001257562.1', 'NP_001257563.1', 'NP_001257564.1', 'NP_001257565.1', 'NP_001257566.1', 'NP_001257567.1', 'NP_036645.2', 'XP_006234746.1']"
54323,Arc,10116,['ENSRNOG00000043465'],['Q63053'],[],"['NM_019361.2', 'XM_017595064.3']","['NP_062234.2', 'XP_017450553.1']"
66026,Trpv4,10116,['ENSRNOG00000001195'],['Q9ERZ8'],[],"['NM_023970.1', 'XM_006249466.3']","['NP_076460.1', 'XP_006249528.1']"
308760,Rccd1,10116,['ENSRNOG00000042059'],[],"['A0A8I6AFZ3', 'A0ABK0LYV3', 'D3ZG92']","['NM_001432254.1', 'NM_001432255.1', 'NM_001432256.1', 'NR_197276.1', 'XM_006229455.5', 'XM_006229456.5', 'XM_006229457.5', 'XM_039101052.2', 'XM_039101053.2', 'XM_063278960.1', 'XM_218819.10']","['NP_001419183.1', 'NP_001419184.1', 'NP_001419185.1', 'XP_006229517.1', 'XP_006229518.1', 'XP_006229519.1', 'XP_038956980.1', 'XP_038956981.1', 'XP_063135030.1', 'XP_218819.5']"
54263,Kcnn3,10116,['ENSRNOG00000020706'],['P70605'],"['A0ABK0L404', 'G3V8S7']","['NM_019315.3', 'XM_017591053.3', 'XM_039102986.2', 'XM_063282418.1']","['NP_062188.3', 'XP_017446542.1', 'XP_038958914.1', 'XP_063138488.1']"
66849,Ppp1r2,10090,['ENSMUSG00000047714'],['Q9DCL8'],['D3Z3A0'],['NM_025800.3'],['NP_080076.1']
280846,LTF,9913,['ENSBTAG00000001292'],['P24627'],"['A0AAA9S1J3', 'A0AAA9SUD5', 'B9VPZ5']",['NM_180998.2'],['NP_851341.1']
12370,Casp8,10090,"['ENSMPUG00000000240', 'ENSMSIG00000020468', 'ENSMUSG00000026029', 'ENSNVIG00000008522']",['O89110'],"['A0A087WQT6', 'Q3U607']","['NM_001080126.2', 'NM_001277926.2', 'NM_001420041.1', 'NM_001420042.1', 'NM_001420043.1', 'NM_001420044.1', 'NM_001420045.1', 'NM_001420046.1', 'NM_001420047.1', 'NM_001420049.1', 'NM_001420050.1', 'NM_009812.3']","['NP_001073595.1', 'NP_001264855.2', 'NP_001406970.1', 'NP_001406971.1', 'NP_001406972.1', 'NP_001406973.1', 'NP_001406974.1', 'NP_001406975.1', 'NP_001406976.1', 'NP_001406978.1', 'NP_001406979.1', 'NP_033942.1']"
12371,Casp9,10090,"['ENSMSIG00000014653', 'ENSMUSG00000028914', 'ENSNVIG00000011449']",['Q8C3Q9'],"['A2AS92', 'A2AS93']","['NM_001277932.2', 'NM_001355176.2', 'NM_001429869.1', 'NM_001429870.1', 'NM_015733.6']","['NP_001264861.1', 'NP_001342105.1', 'NP_001416798.1', 'NP_001416799.1', 'NP_056548.2']"
18538,Pcna,10090,"['ENSMSIG00000020409', 'ENSMUSG00000027342', 'ENSNVIG00000018875']",['P17918'],['Q542J9'],['NM_011045.2'],['NP_035175.1']
22035,Tnfsf10,10090,"['ENSFALG00000026290', 'ENSMSIG00000022048', 'ENSMUSG00000039304']",['P50592'],"['G3UY25', 'Q3U5H0']",['NM_009425.2'],['NP_033451.1']
4137,MAPT,9606,"['ENSG00000186868', 'ENSG00000276155', 'ENSG00000277956']",['P10636'],"['A0A0G2JMX7', 'A0A0G2JPD5', 'A0A0G2JQJ7', 'A0A0G2JS76', 'A0A7I2PJZ2', 'A0A7I2PLE3', 'A0A7P0T936', 'A0ACI8Q4S2', 'A0ACI8Q4U3', 'A0ACI8Q9L7', 'A0ACI8QLC2', 'A0ACI8QW67', 'A0ACI8R5B6', 'A0ACI8RMG2', 'A0ACI8S045', 'A0ACI8S9Q1', 'A0ACI8VNK8', 'A0ACI8VNK9', 'A0ACI8VNL5', 'A0ACI8VNM4', 'A0ACI8VRW9', 'A0ACI8VSB8', 'A0ACI8VSV3', 'B3KTM0', 'I3L170', 'I3L2Z2']","['NM_001123066.4', 'NM_001123067.4', 'NM_001203251.2', 'NM_001203252.2', 'NM_001377265.1', 'NM_001377266.1', 'NM_001377267.1', 'NM_001377268.1', 'NM_005910.6', 'NM_016834.5', 'NM_016835.5', 'NM_016841.5', 'NR_165166.1', 'XM_005257362.5', 'XM_005257365.5', 'XM_005257366.4', 'XM_005257367.5', 'XM_005257368.5', 'XM_005257369.5', 'XM_005257370.5', 'XM_005257371.5', 'XM_047436074.1', 'XM_047436075.1', 'XM_047436076.1', 'XM_047436077.1', 'XM_047436078.1', 'XM_047436079.1', 'XM_047436080.1', 'XM_047436081.1', 'XM_054316131.1', 'XM_054316132.1', 'XM_054316133.1', 'XM_054316134.1', 'XM_054316135.1', 'XM_054316136.1', 'XM_054316137.1', 'XM_054316138.1', 'XM_054316139.1', 'XM_054316140.1', 'XM_054316141.1', 'XM_054316142.1', 'XM_054316143.1', 'XM_054316144.1', 'XM_054316145.1', 'XM_054316146.1', 'XM_054328564.1', 'XM_054328565.1', 'XM_054328566.1', 'XM_054328567.1', 'XM_054328568.1', 'XM_054328569.1', 'XM_054328570.1', 'XM_054328571.1', 'XM_054328572.1', 'XM_054330105.1', 'XM_054330106.1', 'XM_054330107.1', 'XM_054330108.1', 'XM_054330109.1', 'XM_054330110.1', 'XM_054330111.1', 'XM_054330112.1', 'XM_054330113.1', 'XM_054330114.1', 'XM_054330115.1', 'XM_054330116.1', 'XM_054330117.1', 'XM_054330118.1']","['NP_001116538.2', 'NP_001116539.1', 'NP_001190180.1', 'NP_001190181.1', 'NP_001364194.1', 'NP_001364195.1', 'NP_001364196.1', 'NP_001364197.1', 'NP_005901.2', 'NP_058518.1', 'NP_058519.3', 'NP_058525.1', 'XP_005257419.1', 'XP_005257422.1', 'XP_005257423.1', 'XP_005257424.1', 'XP_005257425.1', 'XP_005257426.1', 'XP_005257427.1', 'XP_005257428.1', 'XP_047292030.1', 'XP_047292031.1', 'XP_047292032.1', 'XP_047292033.1', 'XP_047292034.1', 'XP_047292035.1', 'XP_047292036.1', 'XP_047292037.1', 'XP_054172106.1', 'XP_054172107.1', 'XP_054172108.1', 'XP_054172109.1', 'XP_054172110.1', 'XP_054172111.1', 'XP_054172112.1', 'XP_054172113.1', 'XP_054172114.1', 'XP_054172115.1', 'XP_054172116.1', 'XP_054172117.1', 'XP_054172118.1', 'XP_054172119.1', 'XP_054172120.1', 'XP_054172121.1', 'XP_054184539.1', 'XP_054184540.1', 'XP_054184541.1', 'XP_054184542.1', 'XP_054184543.1', 'XP_054184544.1', 'XP_054184545.1', 'XP_054184546.1', 'XP_054184547.1', 'XP_054186080.1', 'XP_054186081.1', 'XP_054186082.1', 'XP_054186083.1', 'XP_054186084.1', 'XP_054186085.1', 'XP_054186086.1', 'XP_054186087.1', 'XP_054186088.1', 'XP_054186089.1', 'XP_054186090.1', 'XP_054186091.1', 'XP_054186092.1', 'XP_054186093.1']"
1958,EGR1,9606,['ENSG00000120738'],['P18146'],['Q546S1'],['NM_001964.3'],['NP_001955.1']
23237,ARC,9606,['ENSG00000198576'],['Q7LC44'],[],"['NM_001412852.1', 'NM_015193.5']","['NP_001399781.1', 'NP_056008.1']"
5295,PIK3R1,9606,['ENSG00000145675'],['P27986'],"['A0A8V8TL10', 'A0A8V8TL14', 'A0A8V8TL31', 'A0A8V8TLE6', 'A0A8V8TLF1', 'A0A8V8TLF7', 'A0A8V8TME9', 'A0A8V8TMF4', 'A0A8V8TMF9', 'A0A8V8TMN2', 'A0ACI8PPK3', 'A0ACI8V514', 'E5RGI8', 'E5RHI0', 'E5RJY0', 'E5RK66', 'H0YB27', 'H0YBC2']","['NM_001242466.2', 'NM_001445921.1', 'NM_001445922.1', 'NM_001445923.1', 'NM_181504.4', 'NM_181523.3', 'NM_181524.2', 'XM_005248542.4', 'XM_017009585.3', 'XM_047417315.1', 'XM_047417316.1', 'XM_047417317.1', 'XM_054352826.1', 'XM_054352827.1', 'XM_054352828.1', 'XM_054352829.1']","['NP_001229395.1', 'NP_001432850.1', 'NP_001432851.1', 'NP_001432852.1', 'NP_852556.2', 'NP_852664.1', 'NP_852665.1', 'XP_005248599.1', 'XP_016865074.1', 'XP_047273271.1', 'XP_047273272.1', 'XP_047273273.1', 'XP_054208801.1', 'XP_054208802.1', 'XP_054208803.1', 'XP_054208804.1']"
56262,LRRC8A,9606,['ENSG00000136802'],['Q8IWT6'],"['A0ACI8TFB7', 'A8K1C7']","['NM_001127244.2', 'NM_001127245.2', 'NM_019594.4', 'XM_005252095.3', 'XM_005252096.5', 'XM_006717186.3', 'XM_011518863.2', 'XM_011518864.3', 'XM_047423595.1', 'XM_047423596.1', 'XM_047423597.1', 'XM_047423598.1', 'XM_047423599.1', 'XM_047423600.1', 'XM_047423601.1', 'XM_054363290.1', 'XM_054363291.1', 'XM_054363292.1', 'XM_054363293.1', 'XM_054363294.1', 'XM_054363295.1', 'XM_054363296.1', 'XM_054363297.1', 'XM_054363298.1', 'XM_054363299.1', 'XM_054363300.1', 'XM_054363301.1']","['NP_001120716.1', 'NP_001120717.1', 'NP_062540.2', 'XP_005252152.1', 'XP_005252153.1', 'XP_006717249.1', 'XP_011517165.1', 'XP_011517166.1', 'XP_047279551.1', 'XP_047279552.1', 'XP_047279553.1', 'XP_047279554.1', 'XP_047279555.1', 'XP_047279556.1', 'XP_047279557.1', 'XP_054219265.1', 'XP_054219266.1', 'XP_054219267.1', 'XP_054219268.1', 'XP_054219269.1', 'XP_054219270.1', 'XP_054219271.1', 'XP_054219272.1', 'XP_054219273.1', 'XP_054219274.1', 'XP_054219275.1', 'XP_054219276.1']"
566096,hp,7955,['ENSDARG00000051890'],[],"['A0AB13A7R9', 'A0AC58FZS1', 'A0AC58G007']","['NM_001366015.1', 'XM_073906890.2', 'XM_073906891.2']","['NP_001352944.1', 'XP_073762991.1', 'XP_073762992.1']"
